"diasum_pos"	"reference_align_site"	"ratio_node"
"191"	"53"	"0.0"
"192"	"54"	"0.0"
"193"	"55"	"0.0"
"194"	"56"	"0.0"
"195"	"57"	"0.0"
"196"	"58"	"0.0"
"197"	"59"	"0.0"
"198"	"60"	"0.0"
"199"	"61"	"0.0"
"200"	"62"	"0.0"
"201"	"63"	"0.0"
"202"	"64"	"0.0"
"203"	"65"	"0.0"
"204"	"66"	"0.0"
"205"	"67"	"0.0"
"206"	"68"	"0.0"
"207"	"69"	"0.0"
"208"	"70"	"0.0"
"209"	"71"	"0.0"
"210"	"72"	"0.0"
"211"	"73"	"0.0"
"212"	"74"	"0.0"
"213"	"75"	"0.0"
"214"	"76"	"0.0"
"215"	"77"	"0.0"
"216"	"78"	"0.0"
"217"	"79"	"0.0"
"218"	"80"	"0.0"
"219"	"81"	"0.0"
"220"	"82"	"0.0"
"221"	"83"	"0.0"
"222"	"84"	"0.0"
"223"	"85"	"0.0"
"224"	"86"	"0.0"
"225"	"87"	"0.0"
"226"	"88"	"0.0"
"227"	"89"	"0.0"
"228"	"90"	"0.0"
"229"	"91"	"0.0"
"230"	"92"	"0.0"
"231"	"93"	"0.0"
"232"	"94"	"0.0"
"233"	"95"	"0.0"
"234"	"96"	"0.0"
"235"	"97"	"0.0"
"236"	"98"	"0.0"
"237"	"99"	"0.0"
"238"	"100"	"0.0"
"239"	"101"	"0.0"
"240"	"102"	"0.0"
"241"	"103"	"0.0"
"242"	"104"	"0.0"
"243"	"105"	"0.0"
"244"	"106"	"0.0"
"245"	"107"	"0.0"
"246"	"108"	"0.0"
"247"	"109"	"0.0"
"248"	"110"	"0.0"
"249"	"111"	"0.0"
"250"	"112"	"0.0"
"251"	"113"	"0.0"
"252"	"114"	"0.0"
"253"	"115"	"0.0"
"254"	"116"	"0.0"
"255"	"117"	"0.0"
"256"	"118"	"0.0"
"257"	"119"	"0.0"
"258"	"120"	"0.0"
"259"	"121"	"0.0"
"260"	"122"	"0.0"
"261"	"123"	"0.0"
"262"	"124"	"0.0"
"263"	"125"	"0.0"
"264"	"126"	"0.0"
"265"	"127"	"0.0"
"266"	"128"	"0.0"
"267"	"129"	"0.0"
"268"	"130"	"0.0"
"269"	"131"	"0.0"
"270"	"132"	"0.0"
"271"	"133"	"0.0"
"272"	"134"	"0.0"
"273"	"135"	"0.0"
"274"	"136"	"0.0"
"275"	"137"	"0.0"
"276"	"138"	"0.0"
"277"	"139"	"0.0"
"278"	"140"	"0.0"
"279"	"141"	"0.0"
"280"	"142"	"0.0"
"281"	"143"	"0.0"
"282"	"144"	"0.0"
"283"	"145"	"0.0"
"284"	"146"	"0.0"
"285"	"147"	"0.0"
"286"	"148"	"0.0"
"287"	"149"	"0.0"
"288"	"150"	"0.0"
"289"	"151"	"0.0"
"290"	"152"	"0.0"
"291"	"153"	"0.0"
"292"	"154"	"0.0"
"293"	"155"	"0.0"
"294"	"156"	"0.0"
"295"	"157"	"0.0"
"296"	"158"	"0.0"
"297"	"159"	"0.0"
"298"	"160"	"0.0"
"299"	"161"	"0.0"
"300"	"162"	"0.0"
"301"	"163"	"0.0"
"302"	"164"	"0.0"
"303"	"165"	"0.0"
"304"	"166"	"0.0"
"305"	"167"	"0.0"
"306"	"168"	"0.0"
"307"	"169"	"0.0"
"308"	"170"	"0.0"
"309"	"171"	"0.0"
"310"	"172"	"0.0"
"311"	"173"	"0.0"
"312"	"174"	"0.0"
"313"	"175"	"0.0"
"314"	"176"	"0.0"
"315"	"177"	"0.0"
"316"	"178"	"0.0"
"317"	"179"	"0.0"
"318"	"180"	"0.0"
"319"	"181"	"0.0"
"320"	"182"	"0.0"
"321"	"183"	"0.0"
"322"	"184"	"0.0"
"323"	"185"	"0.0"
"324"	"186"	"0.0"
"325"	"187"	"0.0"
"326"	"188"	"0.0"
"327"	"189"	"0.0"
"328"	"190"	"0.0"
"329"	"191"	"0.0"
"330"	"192"	"0.0"
"331"	"193"	"0.0"
"332"	"194"	"0.0"
"333"	"195"	"0.0"
"334"	"196"	"0.0"
"335"	"197"	"0.0"
"336"	"198"	"0.0"
"337"	"199"	"0.0"
"338"	"200"	"0.0"
"339"	"201"	"0.0"
"340"	"202"	"0.0"
"341"	"203"	"0.0"
"342"	"204"	"0.0"
"343"	"205"	"0.0"
"344"	"206"	"0.0"
"345"	"207"	"0.0"
"346"	"208"	"0.0"
"347"	"209"	"0.0"
"348"	"210"	"0.0"
"349"	"211"	"0.0"
"350"	"212"	"0.0"
"351"	"213"	"0.0"
"352"	"214"	"0.0"
"353"	"215"	"0.0"
"354"	"216"	"0.0"
"355"	"217"	"0.0"
"356"	"218"	"0.0"
"357"	"219"	"0.0"
"358"	"220"	"0.0"
"359"	"221"	"0.0"
"360"	"222"	"0.0"
"361"	"223"	"0.0"
"362"	"224"	"0.0"
"363"	"225"	"0.0"
"364"	"226"	"0.0"
"365"	"227"	"0.0"
"366"	"228"	"0.0"
"367"	"229"	"0.0"
"368"	"230"	"0.0"
"369"	"231"	"0.0"
"370"	"232"	"0.0"
"371"	"233"	"0.0"
"372"	"234"	"0.0"
"373"	"235"	"0.0"
"374"	"236"	"0.0"
"375"	"237"	"0.0"
"376"	"238"	"0.0"
"377"	"239"	"0.0"
"378"	"240"	"0.0"
"379"	"241"	"0.0"
"380"	"242"	"0.0"
"381"	"243"	"0.0"
"382"	"244"	"0.0"
"383"	"245"	"0.0"
"384"	"246"	"0.0"
"385"	"247"	"0.0"
"386"	"248"	"0.0"
"387"	"249"	"0.0"
"388"	"250"	"0.0"
"389"	"251"	"0.0"
"390"	"252"	"0.0"
"391"	"253"	"0.0"
"392"	"254"	"0.0"
"393"	"255"	"0.0"
"394"	"256"	"0.0"
"395"	"257"	"0.0"
"396"	"258"	"0.0"
"397"	"259"	"0.0"
"398"	"260"	"0.0"
"399"	"261"	"0.0"
"400"	"262"	"0.0"
"401"	"263"	"0.0"
"402"	"264"	"0.0"
"403"	"265"	"0.0"
"404"	"266"	"0.0"
"405"	"267"	"0.0"
"406"	"268"	"0.0"
"407"	"269"	"0.0"
"408"	"270"	"0.0"
"409"	"271"	"0.0"
"410"	"272"	"0.0"
"411"	"273"	"0.0"
"412"	"274"	"0.0"
"413"	"275"	"0.0"
"414"	"276"	"0.0"
"415"	"277"	"0.0"
"416"	"278"	"0.0"
"417"	"279"	"0.0"
"418"	"280"	"0.0"
"419"	"281"	"0.0"
"420"	"282"	"0.0"
"421"	"283"	"0.0"
"422"	"284"	"0.0"
"423"	"285"	"0.0"
"424"	"286"	"0.0"
"425"	"287"	"0.0"
"426"	"288"	"0.0"
"427"	"289"	"0.0"
"428"	"290"	"0.0"
"429"	"291"	"0.0"
"430"	"292"	"0.0"
"431"	"293"	"0.0"
"432"	"294"	"0.0"
"433"	"295"	"0.0"
"434"	"296"	"0.0"
"435"	"297"	"0.0"
"436"	"298"	"0.0"
"437"	"299"	"0.0"
"438"	"300"	"0.0"
"439"	"301"	"0.0"
"440"	"302"	"0.0"
"441"	"303"	"0.0"
"442"	"304"	"0.0"
"443"	"305"	"0.0"
"444"	"306"	"0.0"
"445"	"307"	"0.0"
"446"	"308"	"0.0"
"447"	"309"	"0.0"
"448"	"310"	"0.0"
"449"	"311"	"0.0"
"450"	"312"	"0.0"
"451"	"313"	"0.0"
"452"	"314"	"0.0"
"453"	"315"	"0.0"
"454"	"316"	"0.0"
"455"	"317"	"0.0"
"456"	"318"	"0.0"
"457"	"319"	"0.0"
"458"	"320"	"0.0"
"459"	"321"	"0.0"
"460"	"322"	"0.0"
"461"	"323"	"0.0"
"462"	"324"	"0.0"
"463"	"325"	"0.0"
"464"	"326"	"0.0"
"465"	"327"	"0.0"
"466"	"328"	"0.0"
"467"	"329"	"0.0"
"468"	"330"	"0.0"
"469"	"331"	"0.0"
"470"	"332"	"0.0"
"471"	"333"	"0.0"
"472"	"334"	"0.0"
"473"	"335"	"0.0"
"474"	"336"	"0.0"
"475"	"337"	"0.0"
"476"	"338"	"0.0"
"477"	"339"	"0.0"
"478"	"340"	"0.0"
"479"	"341"	"0.0"
"480"	"342"	"0.0"
"481"	"343"	"0.0"
"482"	"344"	"0.0"
"483"	"345"	"0.0"
"484"	"346"	"0.0"
"485"	"347"	"0.0"
"486"	"348"	"0.0"
"487"	"349"	"0.0"
"488"	"350"	"0.0"
"489"	"351"	"0.0"
"490"	"352"	"0.0"
"491"	"353"	"0.0"
"492"	"354"	"0.0"
"493"	"355"	"0.0"
"494"	"356"	"0.0"
"495"	"357"	"0.0"
"496"	"358"	"0.0"
"497"	"359"	"0.0"
"498"	"360"	"0.0"
"499"	"361"	"0.0"
"500"	"362"	"0.0"
"501"	"363"	"0.0"
"502"	"364"	"0.0"
"503"	"365"	"0.0"
"504"	"366"	"0.0"
"505"	"367"	"0.0"
"506"	"368"	"0.0"
"507"	"369"	"0.0"
"508"	"370"	"0.0"
"509"	"371"	"0.0"
"510"	"372"	"0.0"
"511"	"373"	"0.0"
"512"	"374"	"0.0"
"513"	"375"	"0.0"
"514"	"376"	"0.0"
"515"	"377"	"0.0"
"516"	"378"	"0.0"
"517"	"379"	"0.0"
"518"	"380"	"0.0"
"519"	"381"	"0.0"
"520"	"382"	"0.0"
"521"	"383"	"0.0"
"522"	"384"	"0.0"
"523"	"385"	"0.0"
"524"	"386"	"0.0"
"525"	"387"	"0.0"
"526"	"388"	"0.0"
"527"	"389"	"0.0"
"528"	"390"	"0.0"
"529"	"391"	"0.0"
"530"	"392"	"0.0"
"531"	"393"	"0.0"
"532"	"394"	"0.0"
"533"	"395"	"0.0"
"534"	"396"	"0.0"
"535"	"397"	"0.0"
"536"	"398"	"0.0"
"537"	"399"	"0.0"
"538"	"400"	"0.0"
"539"	"401"	"0.0"
"540"	"402"	"0.0"
"541"	"403"	"0.0"
"542"	"404"	"0.0"
"543"	"405"	"0.0"
"544"	"406"	"0.0"
"545"	"407"	"0.0"
"546"	"408"	"0.0"
"547"	"409"	"0.0"
"548"	"410"	"0.0"
"549"	"411"	"0.0"
"550"	"412"	"0.0"
"551"	"413"	"0.0"
"552"	"414"	"0.0"
"553"	"415"	"0.0"
"554"	"416"	"0.0"
"555"	"417"	"0.0"
"556"	"418"	"0.0"
"557"	"419"	"0.0"
"558"	"420"	"0.0"
"559"	"421"	"0.0"
"560"	"422"	"0.0"
"561"	"423"	"0.0"
"562"	"424"	"0.0"
"563"	"425"	"0.0"
"564"	"426"	"0.0"
"565"	"427"	"0.0"
"566"	"428"	"0.0"
"567"	"429"	"0.0"
"568"	"430"	"0.0"
"569"	"431"	"0.0"
"570"	"432"	"0.0"
"571"	"433"	"0.0"
"572"	"434"	"0.0"
"573"	"435"	"0.0"
"574"	"436"	"0.0"
"575"	"437"	"0.0"
"576"	"438"	"0.0"
"577"	"439"	"0.0"
"578"	"440"	"0.0"
"579"	"441"	"0.0"
"580"	"442"	"0.0"
"581"	"443"	"0.0"
"582"	"444"	"0.0"
"583"	"445"	"0.0"
"584"	"446"	"0.0"
"585"	"447"	"0.0"
"586"	"448"	"0.0"
"587"	"449"	"0.0"
"588"	"450"	"0.0"
"589"	"451"	"0.0"
"590"	"452"	"0.0"
"591"	"453"	"0.0"
"592"	"454"	"0.0"
"593"	"455"	"0.0"
"594"	"456"	"0.0"
"595"	"457"	"0.0"
"596"	"458"	"0.0"
"597"	"459"	"0.0"
"598"	"460"	"0.0"
"599"	"461"	"0.0"
"600"	"462"	"0.0"
"601"	"463"	"0.0"
"602"	"464"	"0.0"
"603"	"465"	"0.0"
"604"	"466"	"0.0"
"605"	"467"	"0.0"
"606"	"468"	"0.0"
"607"	"469"	"0.0"
"608"	"470"	"0.0"
"609"	"471"	"0.0"
"610"	"472"	"0.0"
"611"	"473"	"0.0"
"612"	"474"	"0.0"
"613"	"475"	"0.0"
"614"	"476"	"0.0"
"615"	"477"	"0.0"
"616"	"478"	"0.0"
"617"	"479"	"0.0"
"618"	"480"	"0.0"
"619"	"481"	"0.0"
"620"	"482"	"0.0"
"621"	"483"	"0.0"
"622"	"484"	"0.0"
"623"	"485"	"0.0"
"624"	"486"	"0.0"
"625"	"487"	"0.0"
"626"	"488"	"0.0"
"627"	"489"	"0.0"
"628"	"490"	"0.0"
"629"	"491"	"0.0"
"630"	"492"	"0.0"
"631"	"493"	"0.0"
"632"	"494"	"0.0"
"633"	"495"	"0.0"
"634"	"496"	"0.0"
"635"	"497"	"0.0"
"636"	"498"	"0.0"
"637"	"499"	"0.0"
"638"	"500"	"0.0"
"639"	"501"	"0.0"
"640"	"502"	"0.0"
"641"	"503"	"0.0"
"642"	"504"	"0.0"
"643"	"505"	"0.0"
"644"	"506"	"0.0"
"645"	"507"	"0.0"
"646"	"508"	"0.0"
"647"	"509"	"0.0"
"648"	"510"	"0.0"
"649"	"511"	"0.0"
"650"	"512"	"0.0"
"651"	"513"	"0.0"
"652"	"514"	"0.0"
"653"	"515"	"0.0"
"654"	"516"	"0.0"
"655"	"517"	"0.0"
"656"	"518"	"0.0"
"657"	"519"	"0.0"
"658"	"520"	"0.0"
"659"	"521"	"0.0"
"660"	"522"	"0.0"
"661"	"523"	"0.0"
"662"	"524"	"0.0"
"663"	"525"	"0.0"
"664"	"526"	"0.0"
"665"	"527"	"0.0"
"666"	"528"	"0.0"
"667"	"529"	"0.0"
"668"	"530"	"0.0"
"669"	"531"	"0.0"
"670"	"532"	"0.0"
"671"	"533"	"0.0"
"672"	"534"	"0.0"
"673"	"535"	"0.0"
"674"	"536"	"0.0"
"675"	"537"	"0.0"
"676"	"538"	"0.0"
"677"	"539"	"0.0"
"678"	"540"	"0.0"
"679"	"541"	"0.0"
"680"	"542"	"0.0"
"681"	"543"	"0.0"
"682"	"544"	"0.0"
"683"	"545"	"0.0"
"684"	"546"	"0.0"
"685"	"547"	"0.0"
"686"	"548"	"0.0"
"687"	"549"	"0.0"
"688"	"550"	"0.0"
"689"	"551"	"0.0"
"690"	"552"	"0.0"
"691"	"553"	"0.0"
"692"	"554"	"0.0"
"693"	"555"	"0.0"
"694"	"556"	"0.0"
"695"	"557"	"0.0"
"696"	"558"	"0.0"
"697"	"559"	"0.0"
"698"	"560"	"0.0"
"699"	"561"	"0.0"
"700"	"562"	"0.0"
"701"	"563"	"0.0"
"702"	"564"	"0.0"
"703"	"565"	"0.0"
"704"	"566"	"0.0"
"705"	"567"	"0.0"
"706"	"568"	"0.0"
"707"	"569"	"0.0"
"708"	"570"	"0.0"
"709"	"571"	"0.0"
"710"	"572"	"0.0"
"711"	"573"	"0.0"
"712"	"574"	"0.0"
"713"	"575"	"0.0"
"714"	"576"	"0.0"
"715"	"577"	"0.0"
"716"	"578"	"0.0"
"717"	"579"	"0.0"
"718"	"580"	"0.0"
"719"	"581"	"0.0"
"720"	"582"	"0.0"
"721"	"583"	"0.0"
"722"	"584"	"0.0"
"723"	"585"	"0.0"
"724"	"586"	"0.0"
"725"	"587"	"0.0"
"726"	"588"	"0.0"
"727"	"589"	"0.0"
"728"	"590"	"0.0"
"729"	"591"	"0.0"
"730"	"592"	"0.0"
"731"	"593"	"0.0"
"732"	"594"	"0.0"
"733"	"595"	"0.0"
"734"	"596"	"0.0"
"735"	"597"	"0.0"
"736"	"598"	"0.0"
"737"	"599"	"0.0"
"738"	"600"	"0.0"
"739"	"601"	"0.0"
"740"	"602"	"0.0"
"741"	"603"	"0.0"
"742"	"604"	"0.0"
"743"	"605"	"0.0"
"744"	"606"	"0.0"
"745"	"607"	"0.0"
"746"	"608"	"0.0"
"747"	"609"	"0.0"
"748"	"610"	"0.0"
"749"	"611"	"0.0"
"750"	"612"	"0.0"
"751"	"613"	"0.0"
"752"	"614"	"0.0"
"753"	"615"	"0.0"
"754"	"616"	"0.0"
"755"	"617"	"0.0"
"756"	"618"	"0.0"
"757"	"619"	"0.0"
"758"	"620"	"0.0"
"759"	"621"	"0.0"
"760"	"622"	"0.0"
"761"	"623"	"0.0"
"762"	"624"	"0.48"
"763"	"625"	"0.0"
"764"	"626"	"0.0"
"765"	"627"	"0.0"
"766"	"628"	"0.0"
"767"	"629"	"0.0"
"768"	"630"	"0.0"
"769"	"631"	"0.0"
"770"	"632"	"0.0"
"771"	"633"	"0.0"
"772"	"634"	"0.0"
"773"	"635"	"0.0"
"774"	"636"	"0.0"
"775"	"637"	"0.0"
"776"	"638"	"0.0"
"777"	"639"	"0.0"
"778"	"640"	"0.0"
"779"	"641"	"0.0"
"780"	"642"	"0.0"
"781"	"643"	"0.0"
"782"	"644"	"0.0"
"783"	"645"	"0.0"
"784"	"646"	"0.0"
"785"	"647"	"0.0"
"786"	"648"	"0.0"
"787"	"649"	"0.0"
"788"	"650"	"0.0"
"789"	"651"	"0.0"
"790"	"652"	"0.0"
"791"	"653"	"0.0"
"792"	"654"	"0.0"
"793"	"655"	"0.0"
"794"	"656"	"0.0"
"795"	"657"	"0.0"
"796"	"658"	"0.0"
"797"	"659"	"0.0"
"798"	"660"	"0.0"
"799"	"661"	"0.0"
"800"	"662"	"0.0"
"801"	"663"	"0.0"
"802"	"664"	"0.0"
"803"	"665"	"0.0"
"804"	"666"	"0.0"
"805"	"667"	"0.0"
"806"	"668"	"0.0"
"807"	"669"	"0.0"
"808"	"670"	"0.0"
"809"	"671"	"0.0"
"810"	"672"	"0.0"
"811"	"673"	"0.0"
"812"	"674"	"0.0"
"813"	"675"	"0.0"
"814"	"676"	"0.0"
"815"	"677"	"0.0"
"816"	"678"	"0.0"
"817"	"679"	"0.0"
"818"	"680"	"0.0"
"819"	"681"	"0.0"
"820"	"682"	"0.0"
"821"	"683"	"0.0"
"822"	"684"	"0.0"
"823"	"685"	"0.0"
"824"	"686"	"0.0"
"825"	"687"	"0.0"
"826"	"688"	"0.0"
"827"	"689"	"0.0"
"828"	"690"	"0.0"
"829"	"691"	"0.0"
"830"	"692"	"0.0"
"831"	"693"	"0.0"
"832"	"694"	"0.0"
"833"	"695"	"0.0"
"834"	"696"	"0.0"
"835"	"697"	"0.0"
"836"	"698"	"0.0"
"837"	"699"	"0.0"
"838"	"700"	"0.0"
"839"	"701"	"0.0"
"840"	"702"	"0.0"
"841"	"703"	"0.0"
"842"	"704"	"0.0"
"843"	"705"	"0.0"
"844"	"706"	"0.0"
"845"	"707"	"0.0"
"846"	"708"	"0.0"
"847"	"709"	"0.0"
"848"	"710"	"0.0"
"849"	"711"	"0.0"
"850"	"712"	"0.0"
"851"	"713"	"0.0"
"852"	"714"	"0.0"
"853"	"715"	"0.0"
"854"	"716"	"0.0"
"855"	"717"	"0.0"
"856"	"718"	"0.0"
"857"	"719"	"0.0"
"858"	"720"	"0.0"
"859"	"721"	"0.0"
"860"	"722"	"0.0"
"861"	"723"	"0.0"
"862"	"724"	"0.0"
"863"	"725"	"0.0"
"864"	"726"	"0.0"
"865"	"727"	"0.0"
"866"	"728"	"0.0"
"867"	"729"	"0.0"
"868"	"730"	"0.0"
"869"	"731"	"0.0"
"870"	"732"	"0.0"
"871"	"733"	"0.0"
"872"	"734"	"0.0"
"873"	"735"	"0.0"
"874"	"736"	"0.0"
"875"	"737"	"0.0"
"876"	"738"	"0.0"
"877"	"739"	"0.0"
"878"	"740"	"0.0"
"879"	"741"	"0.0"
"880"	"742"	"0.0"
"881"	"743"	"0.0"
"882"	"744"	"0.0"
"883"	"745"	"0.0"
"884"	"746"	"0.0"
"885"	"747"	"0.0"
"886"	"748"	"0.0"
"887"	"749"	"0.0"
"888"	"750"	"0.0"
"889"	"751"	"0.0"
"890"	"752"	"0.0"
"891"	"753"	"0.0"
"892"	"754"	"0.0"
"893"	"755"	"0.0"
"894"	"756"	"0.0"
"895"	"757"	"0.0"
"896"	"758"	"0.0"
"897"	"759"	"0.0"
"898"	"760"	"0.0"
"899"	"761"	"0.0"
"900"	"762"	"0.0"
"901"	"763"	"0.0"
"902"	"764"	"0.0"
"903"	"765"	"0.0"
"904"	"766"	"0.0"
"905"	"767"	"0.0"
"906"	"768"	"0.0"
"907"	"769"	"0.0"
"908"	"770"	"0.0"
"909"	"771"	"0.0"
"910"	"772"	"0.0"
"911"	"773"	"0.0"
"912"	"774"	"0.0"
"913"	"775"	"0.0"
"914"	"776"	"0.0"
"915"	"777"	"0.0"
"916"	"778"	"0.0"
"917"	"779"	"0.0"
"918"	"780"	"0.0"
"919"	"781"	"0.0"
"920"	"782"	"0.0"
"921"	"783"	"0.0"
"922"	"784"	"0.0"
"923"	"785"	"0.0"
"924"	"786"	"0.0"
"925"	"787"	"0.0"
"926"	"788"	"0.0"
"927"	"789"	"0.0"
"928"	"790"	"0.0"
"929"	"791"	"0.0"
"930"	"792"	"0.0"
"931"	"793"	"0.0"
"932"	"794"	"0.0"
"933"	"795"	"0.0"
"934"	"796"	"0.0"
"935"	"797"	"0.0"
"936"	"798"	"0.0"
"937"	"799"	"0.0"
"938"	"800"	"0.0"
"939"	"801"	"0.0"
"940"	"802"	"0.0"
"941"	"803"	"0.0"
"942"	"804"	"0.0"
"943"	"805"	"0.0"
"944"	"806"	"0.0"
"945"	"807"	"0.0"
"946"	"808"	"0.0"
"947"	"809"	"0.0"
"948"	"810"	"0.0"
"949"	"811"	"0.0"
"950"	"812"	"0.0"
"951"	"813"	"0.0"
"952"	"814"	"0.0"
"953"	"815"	"0.0"
"954"	"816"	"0.0"
"955"	"817"	"0.0"
"956"	"818"	"0.0"
"957"	"819"	"0.0"
"958"	"820"	"0.0"
"959"	"821"	"0.0"
"960"	"822"	"0.0"
"961"	"823"	"0.0"
"962"	"824"	"0.0"
"963"	"825"	"0.0"
"964"	"826"	"0.0"
"965"	"827"	"0.0"
"966"	"828"	"0.0"
"967"	"829"	"0.0"
"968"	"830"	"0.0"
"969"	"831"	"0.0"
"970"	"832"	"0.0"
"971"	"833"	"0.0"
"972"	"834"	"0.0"
"973"	"835"	"0.0"
"974"	"836"	"0.0"
"975"	"837"	"0.0"
"976"	"838"	"0.0"
"977"	"839"	"0.0"
"978"	"840"	"0.0"
"979"	"841"	"0.0"
"980"	"842"	"0.0"
"981"	"843"	"0.0"
"982"	"844"	"0.0"
"983"	"845"	"0.0"
"984"	"846"	"0.0"
"985"	"847"	"0.0"
