"diasum_pos"	"reference_align_site"	"ratio_node"
"347"	"186"	"0.0"
"348"	"187"	"0.0"
"349"	"188"	"0.0"
"350"	"189"	"0.0"
"351"	"190"	"0.0"
"352"	"191"	"0.0"
"353"	"192"	"0.0"
"354"	"193"	"0.0"
"355"	"194"	"0.0"
"356"	"195"	"0.0"
"357"	"196"	"0.0"
"358"	"197"	"0.0"
"359"	"198"	"0.0"
"360"	"199"	"0.0"
"361"	"200"	"0.0"
"362"	"201"	"0.0"
"363"	"202"	"0.0"
"364"	"203"	"0.0"
"365"	"204"	"0.0"
"366"	"205"	"0.0"
"367"	"206"	"0.0"
"368"	"207"	"0.0"
"369"	"208"	"0.0"
"370"	"209"	"0.0"
"371"	"210"	"0.0"
"372"	"211"	"0.0"
"373"	"212"	"0.0"
"374"	"213"	"0.0"
"375"	"214"	"0.0"
"376"	"215"	"0.0"
"377"	"216"	"0.0"
"378"	"217"	"0.0"
"379"	"218"	"0.0"
"380"	"219"	"0.0"
"381"	"220"	"0.0"
"382"	"221"	"0.0"
"383"	"222"	"0.0"
"384"	"223"	"0.0"
"385"	"224"	"0.0"
"386"	"225"	"0.0"
"387"	"226"	"0.0"
"388"	"227"	"0.0"
"389"	"228"	"0.0"
"390"	"229"	"0.0"
"391"	"230"	"0.0"
"392"	"231"	"0.0"
"393"	"232"	"0.0"
"394"	"233"	"0.0"
"395"	"234"	"0.0"
"396"	"235"	"0.0"
"397"	"236"	"0.0"
"398"	"237"	"0.0"
"399"	"238"	"0.0"
"400"	"239"	"0.0"
"401"	"240"	"0.0"
"402"	"241"	"0.0"
"403"	"242"	"0.0"
"404"	"243"	"0.0"
"405"	"244"	"0.0"
"406"	"245"	"0.0"
"407"	"246"	"0.0"
"408"	"247"	"0.0"
"409"	"248"	"0.0"
"410"	"249"	"0.0"
"411"	"250"	"0.0"
"412"	"251"	"0.0"
"413"	"252"	"0.0"
"414"	"253"	"0.0"
"415"	"254"	"0.0"
"416"	"255"	"0.0"
"417"	"256"	"0.0"
"418"	"257"	"0.0"
"419"	"258"	"0.0"
"420"	"259"	"0.0"
"421"	"260"	"0.0"
"422"	"261"	"0.0"
"423"	"262"	"0.0"
"424"	"263"	"0.0"
"425"	"264"	"0.0"
"426"	"265"	"0.0"
"427"	"266"	"0.0"
"428"	"267"	"0.0"
"429"	"268"	"0.0"
"430"	"269"	"0.0"
"431"	"270"	"0.0"
"432"	"271"	"0.0"
"433"	"272"	"0.0"
"434"	"273"	"0.0"
"435"	"274"	"0.0"
"436"	"275"	"0.0"
"437"	"276"	"0.0"
"438"	"277"	"0.0"
"439"	"278"	"0.0"
"440"	"279"	"0.0"
"441"	"280"	"0.0"
"442"	"281"	"0.0"
"443"	"282"	"0.0"
"444"	"283"	"0.0"
"445"	"284"	"0.0"
"446"	"285"	"0.0"
"447"	"286"	"0.0"
"448"	"287"	"0.0"
"449"	"288"	"0.0"
"450"	"289"	"0.0"
"451"	"290"	"0.0"
"452"	"291"	"0.0"
"453"	"292"	"0.0"
"454"	"293"	"0.0"
"455"	"294"	"0.0"
"456"	"295"	"0.0"
"457"	"296"	"0.0"
"458"	"297"	"0.0"
"459"	"298"	"0.0"
"460"	"299"	"0.0"
"461"	"300"	"0.0"
"462"	"301"	"0.0"
"463"	"302"	"0.0"
"464"	"303"	"0.0"
"465"	"304"	"0.0"
"466"	"305"	"0.0"
"467"	"306"	"0.0"
"468"	"307"	"0.0"
"469"	"308"	"0.0"
"470"	"309"	"0.0"
"471"	"310"	"0.0"
"472"	"311"	"0.0"
"473"	"312"	"0.0"
"474"	"313"	"0.0"
"475"	"314"	"0.0"
"476"	"315"	"0.0"
"477"	"316"	"0.0"
"478"	"317"	"0.0"
"479"	"318"	"0.0"
"480"	"319"	"0.0"
"481"	"320"	"0.0"
"482"	"321"	"0.0"
"483"	"322"	"0.0"
"484"	"323"	"0.0"
"485"	"324"	"0.0"
"486"	"325"	"0.0"
"487"	"326"	"0.0"
"488"	"327"	"0.0"
"489"	"328"	"0.0"
"490"	"329"	"0.0"
"491"	"330"	"0.0"
"492"	"331"	"0.0"
"493"	"332"	"0.0"
"494"	"333"	"0.0"
"495"	"334"	"0.0"
"496"	"335"	"0.0"
"497"	"336"	"0.0"
"498"	"337"	"0.0"
"499"	"338"	"0.0"
"500"	"339"	"0.0"
"501"	"340"	"0.0"
"502"	"341"	"0.0"
"503"	"342"	"0.0"
"504"	"343"	"0.0"
"505"	"344"	"0.0"
"506"	"345"	"0.0"
"507"	"346"	"0.0"
"508"	"347"	"0.0"
"509"	"348"	"0.0"
"510"	"349"	"0.0"
"511"	"350"	"0.0"
"512"	"351"	"0.0"
"513"	"352"	"0.0"
"514"	"353"	"0.0"
"515"	"354"	"0.0"
"516"	"355"	"0.0"
"517"	"356"	"0.0"
"518"	"357"	"0.0"
"519"	"358"	"0.0"
"520"	"359"	"0.0"
"521"	"360"	"0.0"
"522"	"361"	"0.0"
"523"	"362"	"0.0"
"524"	"363"	"0.0"
"525"	"364"	"0.0"
"526"	"365"	"0.0"
"527"	"366"	"0.0"
"528"	"367"	"0.0"
"529"	"368"	"0.0"
"530"	"369"	"0.0"
"531"	"370"	"0.0"
"532"	"371"	"0.0"
"533"	"372"	"0.0"
"534"	"373"	"0.0"
"535"	"374"	"0.0"
"536"	"375"	"0.0"
"537"	"376"	"0.0"
"538"	"377"	"0.0"
"539"	"378"	"0.0"
"540"	"379"	"0.0"
"541"	"380"	"0.0"
"542"	"381"	"0.0"
"543"	"382"	"0.0"
"544"	"383"	"0.0"
"545"	"384"	"0.0"
"546"	"385"	"0.0"
"547"	"386"	"0.0"
"548"	"387"	"0.0"
"549"	"388"	"0.0"
"550"	"389"	"0.0"
"551"	"390"	"0.0"
"552"	"391"	"0.0"
"553"	"392"	"0.0"
"554"	"393"	"0.0"
"555"	"394"	"0.0"
"556"	"395"	"0.0"
"557"	"396"	"0.0"
"558"	"397"	"0.0"
"559"	"398"	"0.0"
"560"	"399"	"0.0"
"561"	"400"	"0.0"
"562"	"401"	"0.0"
"563"	"402"	"0.0"
"564"	"403"	"0.0"
"565"	"404"	"0.0"
"566"	"405"	"0.0"
"567"	"406"	"0.0"
"568"	"407"	"0.0"
"569"	"408"	"0.0"
"570"	"409"	"0.0"
"571"	"410"	"0.0"
"572"	"411"	"0.0"
"573"	"412"	"0.0"
"574"	"413"	"0.0"
"575"	"414"	"0.0"
"576"	"415"	"0.0"
"577"	"416"	"0.0"
"578"	"417"	"0.0"
"579"	"418"	"0.0"
"580"	"419"	"0.0"
"581"	"420"	"0.0"
"582"	"421"	"0.0"
"583"	"422"	"0.0"
"584"	"423"	"0.0"
"585"	"424"	"0.0"
"586"	"425"	"0.0"
"587"	"426"	"0.0"
"588"	"427"	"0.0"
"589"	"428"	"0.0"
"590"	"429"	"0.0"
"591"	"430"	"0.0"
"592"	"431"	"0.0"
"593"	"432"	"0.0"
"594"	"433"	"0.0"
"595"	"434"	"0.0"
"596"	"435"	"0.0"
"597"	"436"	"0.0"
"598"	"437"	"0.0"
"599"	"438"	"0.0"
"600"	"439"	"0.0"
"601"	"440"	"0.0"
"602"	"441"	"0.0"
"603"	"442"	"0.0"
"604"	"443"	"0.0"
"605"	"444"	"0.0"
"606"	"445"	"0.0"
"607"	"446"	"0.0"
"608"	"447"	"0.0"
"609"	"448"	"0.0"
"610"	"449"	"0.0"
"611"	"450"	"0.0"
"612"	"451"	"0.0"
"613"	"452"	"0.0"
"614"	"453"	"0.0"
"615"	"454"	"0.0"
"616"	"455"	"0.0"
"617"	"456"	"0.0"
"618"	"457"	"0.0"
"619"	"458"	"0.0"
"620"	"459"	"0.0"
"621"	"460"	"0.0"
"622"	"461"	"0.0"
"623"	"462"	"0.0"
"624"	"463"	"0.0"
"625"	"464"	"0.0"
"626"	"465"	"0.0"
"627"	"466"	"0.0"
"628"	"467"	"0.0"
"629"	"468"	"0.0"
"630"	"469"	"0.0"
"631"	"470"	"0.0"
"632"	"471"	"0.0"
"633"	"472"	"0.0"
"634"	"473"	"0.0"
"635"	"474"	"0.0"
"636"	"475"	"0.0"
"637"	"476"	"0.0"
"638"	"477"	"0.0"
"639"	"478"	"0.0"
"640"	"479"	"0.0"
"641"	"480"	"0.0"
"642"	"481"	"0.0"
"643"	"482"	"0.0"
"644"	"483"	"0.0"
"645"	"484"	"0.0"
"646"	"485"	"0.0"
"647"	"486"	"0.0"
"648"	"487"	"0.0"
"649"	"488"	"0.0"
"650"	"489"	"0.0"
"651"	"490"	"0.0"
"652"	"491"	"0.0"
"653"	"492"	"0.0"
"654"	"493"	"0.0"
"655"	"494"	"0.0"
"656"	"495"	"0.0"
"657"	"496"	"0.0"
"658"	"497"	"0.0"
"659"	"498"	"0.0"
"660"	"499"	"0.0"
"661"	"500"	"0.0"
"662"	"501"	"0.0"
"663"	"502"	"0.0"
"664"	"503"	"0.0"
"665"	"504"	"0.0"
"666"	"505"	"0.0"
"667"	"506"	"0.0"
"668"	"507"	"0.0"
"669"	"508"	"0.0"
"670"	"509"	"0.0"
"671"	"510"	"0.0"
"672"	"511"	"0.0"
"673"	"512"	"0.0"
"674"	"513"	"0.0"
"675"	"514"	"0.0"
"676"	"515"	"0.0"
"677"	"516"	"0.0"
"678"	"517"	"0.0"
"679"	"518"	"0.0"
"680"	"519"	"0.0"
"681"	"520"	"0.0"
"682"	"521"	"0.0"
"683"	"522"	"0.0"
"684"	"523"	"0.0"
"685"	"524"	"0.0"
"686"	"525"	"0.0"
"687"	"526"	"0.0"
"688"	"527"	"0.0"
"689"	"528"	"0.0"
"690"	"529"	"0.0"
"691"	"530"	"0.0"
"692"	"531"	"0.0"
"693"	"532"	"0.0"
"694"	"533"	"0.0"
"695"	"534"	"0.0"
"696"	"535"	"0.0"
"697"	"536"	"0.0"
"698"	"537"	"0.0"
"699"	"538"	"0.0"
"700"	"539"	"0.0"
"701"	"540"	"0.0"
"702"	"541"	"0.0"
"703"	"542"	"0.0"
"704"	"543"	"0.0"
"705"	"544"	"0.0"
"706"	"545"	"0.0"
"707"	"546"	"0.0"
"708"	"547"	"0.0"
"709"	"548"	"0.0"
"710"	"549"	"0.0"
"711"	"550"	"0.0"
"712"	"551"	"0.0"
"713"	"552"	"0.0"
"714"	"553"	"0.0"
"715"	"554"	"0.0"
"716"	"555"	"0.0"
"717"	"556"	"0.0"
"718"	"557"	"0.0"
"719"	"558"	"0.0"
"720"	"559"	"0.0"
"721"	"560"	"0.0"
"722"	"561"	"0.0"
"723"	"562"	"0.0"
"724"	"563"	"0.0"
"725"	"564"	"0.0"
"726"	"565"	"0.0"
"727"	"566"	"0.0"
"728"	"567"	"0.0"
"729"	"568"	"0.0"
"730"	"569"	"0.0"
"731"	"570"	"0.0"
"732"	"571"	"0.0"
"733"	"572"	"0.0"
"734"	"573"	"0.0"
"735"	"574"	"0.0"
"736"	"575"	"0.0"
"737"	"576"	"0.0"
"738"	"577"	"0.0"
"739"	"578"	"0.0"
"740"	"579"	"0.0"
"741"	"580"	"0.0"
"742"	"581"	"0.0"
"743"	"582"	"0.0"
"744"	"583"	"0.0"
"745"	"584"	"0.0"
"746"	"585"	"0.0"
"747"	"586"	"0.0"
"748"	"587"	"0.0"
"749"	"588"	"0.0"
"750"	"589"	"0.0"
"751"	"590"	"0.0"
"752"	"591"	"0.0"
"753"	"592"	"0.0"
"754"	"593"	"0.0"
"755"	"594"	"0.0"
"756"	"595"	"0.0"
"757"	"596"	"0.0"
"758"	"597"	"0.0"
"759"	"598"	"0.0"
"760"	"599"	"0.0"
"761"	"600"	"0.16666666666666666"
"762"	"601"	"0.8333333333333334"
"763"	"602"	"0.0"
"764"	"603"	"0.0"
"765"	"604"	"0.0"
"766"	"605"	"0.0"
"767"	"606"	"0.0"
"768"	"607"	"0.0"
"769"	"608"	"0.0"
"770"	"609"	"0.0"
"771"	"610"	"0.0"
"772"	"611"	"0.0"
"773"	"612"	"0.0"
"774"	"613"	"0.0"
"775"	"614"	"0.0"
"776"	"615"	"0.0"
"777"	"616"	"0.0"
"778"	"617"	"0.0"
"779"	"618"	"0.0"
"780"	"619"	"0.0"
"781"	"620"	"0.0"
"782"	"621"	"0.0"
"783"	"622"	"0.0"
"784"	"623"	"0.0"
"785"	"624"	"0.0"
"786"	"625"	"0.0"
"787"	"626"	"0.0"
"788"	"627"	"0.0"
"789"	"628"	"0.0"
"790"	"629"	"0.0"
"791"	"630"	"0.0"
"792"	"631"	"0.0"
"793"	"632"	"0.0"
"794"	"633"	"0.0"
"795"	"634"	"0.0"
"796"	"635"	"0.0"
"797"	"636"	"0.0"
"798"	"637"	"0.0"
"799"	"638"	"0.0"
"800"	"639"	"0.0"
"801"	"640"	"0.0"
"802"	"641"	"0.0"
"803"	"642"	"0.0"
"804"	"643"	"0.0"
"805"	"644"	"0.0"
"806"	"645"	"0.0"
"807"	"646"	"0.0"
"808"	"647"	"0.0"
"809"	"648"	"0.0"
"810"	"649"	"0.0"
"811"	"650"	"0.0"
"812"	"651"	"0.0"
"813"	"652"	"0.0"
"814"	"653"	"0.0"
"815"	"654"	"0.0"
"816"	"655"	"0.0"
"817"	"656"	"0.0"
"818"	"657"	"0.0"
"819"	"658"	"0.0"
"820"	"659"	"0.0"
"821"	"660"	"0.0"
"822"	"661"	"0.0"
"823"	"662"	"0.0"
"824"	"663"	"0.0"
"825"	"664"	"0.0"
"826"	"665"	"0.0"
"827"	"666"	"0.0"
"828"	"667"	"0.0"
"829"	"668"	"0.0"
"830"	"669"	"0.0"
"831"	"670"	"0.0"
"832"	"671"	"0.0"
"833"	"672"	"0.0"
"834"	"673"	"0.0"
"835"	"674"	"0.0"
"836"	"675"	"0.0"
"837"	"676"	"0.0"
"838"	"677"	"0.0"
"839"	"678"	"0.0"
"840"	"679"	"0.0"
"841"	"680"	"0.0"
"842"	"681"	"0.0"
"843"	"682"	"0.0"
"844"	"683"	"0.0"
"845"	"684"	"0.0"
"846"	"685"	"0.0"
"847"	"686"	"0.0"
"848"	"687"	"0.0"
"849"	"688"	"0.0"
"850"	"689"	"0.0"
"851"	"690"	"0.0"
"852"	"691"	"0.0"
"853"	"692"	"0.0"
"854"	"693"	"0.0"
"855"	"694"	"0.0"
"856"	"695"	"0.0"
"857"	"696"	"0.0"
"858"	"697"	"0.0"
"859"	"698"	"0.0"
"860"	"699"	"0.0"
"861"	"700"	"0.0"
"862"	"701"	"0.0"
"863"	"702"	"0.0"
"864"	"703"	"0.0"
"865"	"704"	"0.0"
"866"	"705"	"0.0"
"867"	"706"	"0.0"
"868"	"707"	"0.0"
"869"	"708"	"0.0"
"870"	"709"	"0.0"
"871"	"710"	"0.0"
"872"	"711"	"0.0"
"873"	"712"	"0.0"
"874"	"713"	"0.0"
"875"	"714"	"0.0"
"876"	"715"	"0.0"
"877"	"716"	"0.0"
"878"	"717"	"0.0"
"879"	"718"	"0.0"
"880"	"719"	"0.0"
"881"	"720"	"0.0"
"882"	"721"	"0.0"
"883"	"722"	"0.0"
"884"	"723"	"0.0"
"885"	"724"	"0.0"
"886"	"725"	"0.0"
"887"	"726"	"0.0"
"888"	"727"	"0.0"
"889"	"728"	"0.0"
"890"	"729"	"0.0"
"891"	"730"	"0.0"
"892"	"731"	"0.0"
"893"	"732"	"0.0"
"894"	"733"	"0.0"
"895"	"734"	"0.0"
"896"	"735"	"0.0"
"897"	"736"	"0.0"
"898"	"737"	"0.0"
"899"	"738"	"0.0"
"900"	"739"	"0.0"
"901"	"740"	"0.0"
"902"	"741"	"0.0"
"903"	"742"	"0.0"
"904"	"743"	"0.0"
"905"	"744"	"0.0"
"906"	"745"	"0.0"
"907"	"746"	"0.0"
"908"	"747"	"0.0"
"909"	"748"	"0.0"
"910"	"749"	"0.0"
"911"	"750"	"0.0"
"912"	"751"	"0.0"
"913"	"752"	"0.0"
"914"	"753"	"0.0"
"915"	"754"	"0.0"
"916"	"755"	"0.0"
"917"	"756"	"0.0"
"918"	"757"	"0.0"
"919"	"758"	"0.0"
"920"	"759"	"0.0"
"921"	"760"	"0.0"
"922"	"761"	"0.0"
"923"	"762"	"0.0"
"924"	"763"	"0.0"
"925"	"764"	"0.0"
"926"	"765"	"0.0"
"927"	"766"	"0.0"
"928"	"767"	"0.0"
"929"	"768"	"0.0"
"930"	"769"	"0.0"
"931"	"770"	"0.0"
"932"	"771"	"0.0"
"933"	"772"	"0.0"
"934"	"773"	"0.0"
"935"	"774"	"0.0"
"936"	"775"	"0.0"
"937"	"776"	"0.0"
"938"	"777"	"0.0"
"939"	"778"	"0.0"
"940"	"779"	"0.0"
"941"	"780"	"0.0"
"942"	"781"	"0.0"
"943"	"782"	"0.0"
"944"	"783"	"0.0"
"945"	"784"	"0.0"
"946"	"785"	"0.0"
"947"	"786"	"0.0"
"948"	"787"	"0.0"
"949"	"788"	"0.0"
"950"	"789"	"0.0"
"951"	"790"	"0.0"
"952"	"791"	"0.0"
"953"	"792"	"0.0"
"954"	"793"	"0.0"
"955"	"794"	"0.0"
"956"	"795"	"0.0"
"957"	"796"	"0.0"
"958"	"797"	"0.0"
"959"	"798"	"0.0"
"960"	"799"	"0.0"
"961"	"800"	"0.0"
"962"	"801"	"0.0"
"963"	"802"	"0.0"
"964"	"803"	"0.0"
"965"	"804"	"0.0"
"966"	"805"	"0.0"
"967"	"806"	"0.0"
"968"	"807"	"0.0"
"969"	"808"	"0.0"
"970"	"809"	"0.0"
"971"	"810"	"0.0"
"972"	"811"	"0.0"
"973"	"812"	"0.0"
"974"	"813"	"0.0"
"975"	"814"	"0.0"
"976"	"815"	"0.0"
"977"	"816"	"0.0"
"978"	"817"	"0.0"
"979"	"818"	"0.0"
"980"	"819"	"0.0"
"981"	"820"	"0.0"
"982"	"821"	"0.0"
"983"	"822"	"0.0"
