"diagsum_position"	"reference_align_site"	"nodeid=0"	"nodeid=195"	"nodeid=394"	"nodeid=591"	"nodeid=789"	"nodeid=994"
"27"	"-105"	"-206.8135701493595"	"-197.34247600767392"	"-215.924709853307"	"-189.87116604514316"	"-232.26297493602632"	"-230.2273684398233"
"28"	"-104"	"-204.1720927563437"	"-200.12641167281944"	"-218.73078437026174"	"-194.56823906869803"	"-234.27725677556458"	"-222.81021704395607"
"29"	"-103"	"-203.97702036925335"	"-194.49979958271064"	"-212.95933596486637"	"-195.38388028953545"	"-237.58698694273997"	"-224.00865007324077"
"30"	"-102"	"-200.19367463485386"	"-195.95348168042807"	"-215.2382587407169"	"-194.86634733449952"	"-233.77844323263162"	"-224.5772808971888"
"31"	"-101"	"-205.1817433001838"	"-195.76977255093075"	"-213.64580571163657"	"-196.48709757585786"	"-237.5052805895378"	"-225.41667994979144"
"32"	"-100"	"-202.18964401592157"	"-193.30701455804316"	"-208.28346039857408"	"-192.3731457334838"	"-234.08402449755616"	"-216.252771541809"
"33"	"-99"	"-205.56998020455077"	"-196.7732668078869"	"-223.70621756457962"	"-196.72008751391718"	"-229.93839422612228"	"-226.94143403777704"
"34"	"-98"	"-204.18797174427846"	"-200.9322494057177"	"-215.7929751807691"	"-195.07595184235151"	"-234.98962858198416"	"-223.79606240498538"
"35"	"-97"	"-206.96438039196082"	"-198.33005318261377"	"-221.82488611216343"	"-202.09244580035468"	"-239.91993519598003"	"-230.14512934193112"
"36"	"-96"	"-206.43165948920617"	"-197.09033377761986"	"-216.3690225269063"	"-192.98353007720982"	"-236.19004293319384"	"-225.13319175118755"
"37"	"-95"	"-206.63350331110442"	"-195.08208767419248"	"-216.97610048701065"	"-197.03197518618427"	"-230.13553115785135"	"-214.0310548524927"
"38"	"-94"	"-206.61511116037934"	"-191.9553549909358"	"-217.91366149252474"	"-192.23788449203246"	"-233.66386078511806"	"-224.3877170074231"
"39"	"-93"	"-208.12700281245256"	"-199.87535446616462"	"-224.91815217792603"	"-199.26417626653014"	"-234.1801379616931"	"-226.09160490547677"
"40"	"-92"	"-208.2339440767781"	"-196.7005303817979"	"-216.7879576288521"	"-195.4325032881177"	"-236.10975757726246"	"-224.09915299269298"
"41"	"-91"	"-207.26582011171544"	"-199.71916457479946"	"-222.5865975837964"	"-198.0017723650696"	"-237.49338364785717"	"-228.54970150688382"
"42"	"-90"	"-208.89084129244443"	"-201.98454929385127"	"-216.77531417150524"	"-198.7942918211112"	"-240.0"	"-231.52660684675223"
"43"	"-89"	"-202.28740322900342"	"-200.146497749156"	"-224.80514078135712"	"-198.79164808404886"	"-230.295082323761"	"-227.41759605217112"
"44"	"-88"	"-205.4228549425447"	"-200.8257741254847"	"-215.34739705574222"	"-198.25151612339954"	"-237.63254346095806"	"-225.17750956326407"
"45"	"-87"	"-200.704215738674"	"-194.7969785666739"	"-219.9164976881095"	"-196.8221425810601"	"-237.7401489463007"	"-225.16987541823937"
"46"	"-86"	"-209.00314263269757"	"-196.20970442162266"	"-208.83171501581396"	"-195.24580823899214"	"-230.77849241144406"	"-228.54157711308991"
"47"	"-85"	"-205.3834172739588"	"-192.93917986302168"	"-217.75492758695518"	"-193.99770335152652"	"-237.47335964142067"	"-222.96417793888386"
"48"	"-84"	"-205.01197743856764"	"-198.70988649041612"	"-218.6028511470202"	"-197.07932431991307"	"-237.19414965524655"	"-221.73918073565045"
"49"	"-83"	"-209.91062185060917"	"-197.88101603508676"	"-225.82835428247432"	"-195.19306281763915"	"-240.0"	"-230.52692271553138"
"50"	"-82"	"-209.63378004572158"	"-204.355846678781"	"-223.73127747588524"	"-198.15173996818342"	"-233.78514701098095"	"-228.92516423478185"
"51"	"-81"	"-208.41842250845886"	"-203.95024284962005"	"-220.1688828581473"	"-205.14566736751544"	"-238.79528030908173"	"-231.7305782842098"
"52"	"-80"	"-202.9104449474644"	"-194.56094691702936"	"-211.35609602883576"	"-194.64734950214248"	"-237.07947789971226"	"-224.8537848569602"
"53"	"-79"	"-209.6269310612947"	"-201.89449759428598"	"-224.38022579863204"	"-202.10439831552705"	"-234.24639965903054"	"-225.3725239013861"
"54"	"-78"	"-206.64480409774703"	"-201.54592089834262"	"-221.6468079874061"	"-202.43422490336184"	"-234.28208302870738"	"-226.31152218688942"
"55"	"-77"	"-210.7573123105654"	"-201.60681155554866"	"-225.36788851849096"	"-199.14852308176543"	"-238.04564518243842"	"-228.91127213947058"
"56"	"-76"	"-209.1016530520981"	"-203.1795218540237"	"-221.40681607470617"	"-202.67102805360992"	"-236.10228554827526"	"-224.15492741536255"
"57"	"-75"	"-206.7036608403485"	"-198.14920017899513"	"-218.23032624805097"	"-196.1394719696474"	"-234.84189070171428"	"-220.65343106729617"
"58"	"-74"	"-209.47018213638975"	"-205.69586317117842"	"-221.64756890218746"	"-205.69149699739157"	"-239.74311320369088"	"-227.5318246351754"
"59"	"-73"	"-205.12024346772665"	"-197.77146371484943"	"-213.24038097420325"	"-197.20818686334522"	"-237.3259704758075"	"-226.58615749156039"
"60"	"-72"	"-212.18799054483634"	"-204.73255587162708"	"-223.61628995070623"	"-204.44588472168627"	"-236.87049473052457"	"-227.1795558361503"
"61"	"-71"	"-211.1750434839469"	"-198.5117888364693"	"-213.39677627068917"	"-199.30381725479288"	"-229.2314363618528"	"-223.71941987795134"
"62"	"-70"	"-204.54454184399873"	"-200.48516038633232"	"-220.30282843178605"	"-201.44480834689588"	"-234.14457743851915"	"-219.36477033039603"
"63"	"-69"	"-207.5787475496199"	"-207.26320854287073"	"-220.99361229569305"	"-200.275678800997"	"-237.0973848628371"	"-229.96762296847652"
"64"	"-68"	"-213.37725542348275"	"-199.1580461060182"	"-225.35124343388156"	"-204.8662310811921"	"-235.09707489720097"	"-228.35987507710314"
"65"	"-67"	"-210.46052875501056"	"-194.6273273527889"	"-221.12211165488068"	"-197.7332764386174"	"-238.98331269832227"	"-225.87254331799156"
"66"	"-66"	"-212.53887174212127"	"-209.74263310391405"	"-227.1775573033746"	"-202.51018542578748"	"-238.21806112696706"	"-230.6212966374628"
"67"	"-65"	"-209.6139381440767"	"-207.6105893372927"	"-221.47013314696636"	"-196.9234232339816"	"-233.76855800673408"	"-229.23576297158124"
"68"	"-64"	"-210.89539116689033"	"-205.66122254593918"	"-224.78833261578595"	"-202.40579129148784"	"-234.8788954924383"	"-227.85471621558494"
"69"	"-63"	"-212.17599483316755"	"-204.83866781311687"	"-218.63041222777505"	"-197.58462588108006"	"-236.66327886162605"	"-227.7865612948862"
"70"	"-62"	"-213.56510547497305"	"-204.16856166053597"	"-225.65882203207025"	"-207.39865936076416"	"-228.75197607969054"	"-226.20897364715591"
"71"	"-61"	"-215.22425235198048"	"-202.90516140880268"	"-223.1712172498755"	"-203.69929145521107"	"-234.22992579811446"	"-225.55412189597217"
"72"	"-60"	"-213.07585248450357"	"-200.43046285150103"	"-226.85592861074082"	"-204.66274219966775"	"-240.0"	"-226.82996055312304"
"73"	"-59"	"-214.52500477117758"	"-208.92477753246536"	"-222.9081815541963"	"-206.39485274511838"	"-237.25950244190952"	"-229.37211456792886"
"74"	"-58"	"-207.6989588487036"	"-199.67837966299467"	"-216.24076287191832"	"-197.650876453458"	"-230.3493795653325"	"-219.917170368675"
"75"	"-57"	"-212.86056090863525"	"-205.58444336424057"	"-220.77492808391366"	"-202.34827504160043"	"-234.9902294714912"	"-223.63149503686998"
"76"	"-56"	"-213.04593780453396"	"-201.65826644898144"	"-216.08944876018677"	"-199.22886813364724"	"-234.50138460623995"	"-217.87692386559016"
"77"	"-55"	"-214.06491331266858"	"-203.7036243925586"	"-220.7854490891204"	"-201.4156782640793"	"-233.52530505418366"	"-225.33052000916268"
"78"	"-54"	"-214.72055940830322"	"-204.83208018663737"	"-222.32170141824562"	"-203.07179390682614"	"-238.9057758152977"	"-227.91526899659306"
"79"	"-53"	"-215.2240561275272"	"-206.26620201437217"	"-227.82040135298698"	"-200.26635346121597"	"-238.2783183332777"	"-229.76631507161926"
"80"	"-52"	"-214.52571486954207"	"-203.77646199370437"	"-216.1771323043614"	"-209.63771226791718"	"-235.37352243753222"	"-226.5970358080085"
"81"	"-51"	"-206.79949874391232"	"-211.5409536609386"	"-230.8335172795674"	"-205.3085129498736"	"-238.1258072633827"	"-227.54523045460408"
"82"	"-50"	"-217.03417771206884"	"-209.6771466005759"	"-221.3559699095086"	"-210.08316784991172"	"-239.99999999999997"	"-231.85205853692247"
"83"	"-49"	"-218.31375064542854"	"-206.5631774134176"	"-225.59476880658875"	"-212.41424248388998"	"-235.5815443948083"	"-233.2064024720037"
"84"	"-48"	"-214.34225188755147"	"-204.53060720689612"	"-222.14832127399467"	"-199.79488775549208"	"-236.12508712471697"	"-230.92946960349195"
"85"	"-47"	"-211.72130428043877"	"-206.83840545810725"	"-220.5238541030243"	"-203.0500721509343"	"-235.52430436227888"	"-229.97830258707057"
"86"	"-46"	"-216.63863578215657"	"-200.02346775527744"	"-217.9417954821341"	"-203.79571352486977"	"-239.42423481901267"	"-231.50617960081755"
"87"	"-45"	"-215.90283007337038"	"-208.3411337780237"	"-227.57428693837048"	"-203.81534247951427"	"-232.005750396356"	"-225.6338118453037"
"88"	"-44"	"-215.21252397725328"	"-208.22932209743857"	"-217.75448970698068"	"-208.95934668427915"	"-235.32878719337168"	"-224.3589406965238"
"89"	"-43"	"-217.05360028740284"	"-205.1762842477391"	"-222.0032128252924"	"-201.85168959593076"	"-240.0"	"-230.69410215058323"
"90"	"-42"	"-213.4836627955214"	"-209.72770621387465"	"-224.38099230571586"	"-205.93033023252238"	"-232.3607886148891"	"-231.5931448031115"
"91"	"-41"	"-215.8018847982897"	"-208.6804235868101"	"-228.18824868587342"	"-211.30182462901837"	"-240.0"	"-231.97184957572887"
"92"	"-40"	"-214.63058486955615"	"-210.49196356788514"	"-222.54700671306625"	"-203.71033823911947"	"-230.75315393012428"	"-221.7035300380891"
"93"	"-39"	"-214.56522732576403"	"-208.35995041527661"	"-226.8043157787124"	"-208.0831696855529"	"-237.26478091788658"	"-228.44644674942714"
"94"	"-38"	"-216.7505584545775"	"-208.29077360002145"	"-220.54885338530127"	"-207.6789499124556"	"-238.65081931304417"	"-221.42409870957167"
"95"	"-37"	"-216.92857331724974"	"-202.36955093416947"	"-227.33941067751607"	"-205.73376432232465"	"-233.1860337928233"	"-226.72052747713474"
"96"	"-36"	"-217.20358624492553"	"-209.71289596173045"	"-224.60386647989506"	"-210.47515934268685"	"-239.3671407685179"	"-230.73864030243016"
"97"	"-35"	"-215.4600185090736"	"-213.79395908175027"	"-229.31847119326517"	"-206.9565017115357"	"-237.2668028327052"	"-231.07633520768505"
"98"	"-34"	"-215.71228639260232"	"-212.46510069327422"	"-223.55877046441918"	"-205.36189524853052"	"-238.86012901203728"	"-232.52835494977194"
"99"	"-33"	"-216.56255765161154"	"-210.24418151228366"	"-230.10814277621114"	"-206.4493083172292"	"-240.0"	"-232.2658057216499"
"100"	"-32"	"-215.59757966400755"	"-208.59619250750424"	"-222.94143335385175"	"-207.24052878378646"	"-234.80076074748945"	"-229.73453718479612"
"101"	"-31"	"-215.37215657894788"	"-206.68565193543526"	"-225.64467631923847"	"-206.6687497587298"	"-239.44230924263965"	"-229.92384118759426"
"102"	"-30"	"-216.845109816857"	"-206.7554066750097"	"-224.4258976993526"	"-205.54670263144683"	"-234.5577477976526"	"-229.89095599316582"
"103"	"-29"	"-218.72248406076662"	"-212.75086046432173"	"-228.47470907607715"	"-205.95537677410667"	"-238.72953678368214"	"-225.94937595244912"
"104"	"-28"	"-217.24193400735518"	"-205.43222536456904"	"-226.4561455456478"	"-207.44095673016912"	"-237.71712086127056"	"-231.8516733303526"
"105"	"-27"	"-220.79073008222915"	"-212.20294117823187"	"-231.8381050346657"	"-212.1743568555136"	"-237.01931682659017"	"-228.86343740314726"
"106"	"-26"	"-216.19578127432155"	"-209.4480665403841"	"-228.3040872026768"	"-205.66249733774237"	"-234.19929569841528"	"-230.8119620049504"
"107"	"-25"	"-220.0702915634115"	"-215.79117393387912"	"-224.5579341961146"	"-211.63479549304586"	"-235.49512182998524"	"-231.64175669050172"
"108"	"-24"	"-218.35502217094643"	"-205.47649029660266"	"-224.99682026900692"	"-207.68902167132256"	"-234.49351157064785"	"-229.22701798595722"
"109"	"-23"	"-215.8195247827079"	"-210.4997392712291"	"-225.9845348466684"	"-205.26232277433505"	"-239.27778353611268"	"-229.47331031234765"
"110"	"-22"	"-216.58780619024284"	"-212.04613589165402"	"-221.47269557668542"	"-207.24901044715895"	"-234.2158560671839"	"-226.54480261359956"
"111"	"-21"	"-213.71413578512517"	"-206.95234448318556"	"-225.98131571757594"	"-207.82036260716052"	"-235.98834399218305"	"-221.5694599982751"
"112"	"-20"	"-219.4713643424672"	"-211.8174005228284"	"-228.42296613104372"	"-211.55043234411394"	"-238.2826302543479"	"-231.21580596476733"
"113"	"-19"	"-216.38130541571311"	"-214.78515701083833"	"-230.65467372838035"	"-212.99055040205906"	"-237.47748954547265"	"-232.19956403982755"
"114"	"-18"	"-220.12944070382272"	"-212.03641649334514"	"-229.09520207118484"	"-215.08195084353338"	"-239.12346242493055"	"-233.17576682468234"
"115"	"-17"	"-219.12895551836914"	"-214.5920254161534"	"-222.20689883809655"	"-206.35484657709233"	"-238.70417033438332"	"-231.58169010480685"
"116"	"-16"	"-217.44995180099485"	"-215.33412902359098"	"-221.80305443254562"	"-210.1499404739023"	"-231.26084534375696"	"-229.03397825046065"
"117"	"-15"	"-218.4525665576809"	"-207.60633124642905"	"-223.8617748124552"	"-210.90321806826617"	"-239.3926755520485"	"-231.71900138530333"
"118"	"-14"	"-217.08118917216868"	"-207.36921636711784"	"-221.30296675048837"	"-209.1882411105175"	"-234.82651989653758"	"-225.66419023248162"
"119"	"-13"	"-219.3595966529454"	"-215.54646741804024"	"-224.78798107461418"	"-213.49381015664449"	"-236.47387408875755"	"-232.52986205413796"
"120"	"-12"	"-218.44686049299136"	"-214.68146697437263"	"-227.22500814662718"	"-213.84378851156524"	"-239.18725849219598"	"-228.58086621413162"
"121"	"-11"	"-219.0043628750475"	"-208.1809452025584"	"-231.98290785283834"	"-214.38155588501093"	"-240.0"	"-232.65552582725763"
"122"	"-10"	"-217.60219998136952"	"-204.8780611840171"	"-220.30752252316853"	"-206.7358057741969"	"-236.738652718788"	"-232.61022404197504"
"123"	"-9"	"-221.77706952987816"	"-218.44418265404659"	"-229.20740618600274"	"-211.41593095043524"	"-238.85110814640728"	"-230.97046972521653"
"124"	"-8"	"-216.76494100800295"	"-214.63054704529816"	"-225.2293714685391"	"-210.25625194564108"	"-234.04326246531562"	"-228.57564229613595"
"125"	"-7"	"-218.36599264038088"	"-213.33413354376384"	"-223.21890124280236"	"-211.1439345931578"	"-234.38077663462383"	"-231.86360309776828"
"126"	"-6"	"-220.6947456965665"	"-208.80023757385666"	"-227.76318364249494"	"-212.84593140282965"	"-238.05733025145764"	"-231.47122348646553"
"127"	"-5"	"-220.29596062624913"	"-211.70271535534135"	"-228.2595259044337"	"-211.52487467366993"	"-237.96906975806323"	"-230.5353477456907"
"128"	"-4"	"-219.7990531341309"	"-211.16769559627122"	"-222.84741435405928"	"-213.37373064933163"	"-235.89388677681575"	"-231.45915383281485"
"129"	"-3"	"-213.15003641528384"	"-208.30656830405005"	"-224.34199733797567"	"-207.34496264099704"	"-239.52940658238558"	"-229.9642264938997"
"130"	"-2"	"-219.07962852345213"	"-209.69822190495267"	"-224.76942058679282"	"-214.17484017321354"	"-239.96984708183064"	"-233.12491058658836"
"131"	"-1"	"-218.32903101356573"	"-217.02520239372015"	"-228.44433624148238"	"-211.12454239772285"	"-236.4326780001786"	"-230.72267238013077"
"132"	"0"	"-218.25419800956996"	"-210.70435293925416"	"-221.32832555751435"	"-207.48785214235602"	"-239.32214601732875"	"-228.32864678770792"
"133"	"1"	"-216.3721117243519"	"-212.85941687457017"	"-224.69488601235565"	"-204.93669011844622"	"-234.4812603050866"	"-229.32870742767875"
"134"	"2"	"-218.43909701785236"	"-210.0960574831607"	"-221.57324422243715"	"-212.28645772541392"	"-233.44196629393832"	"-226.14292570514837"
"135"	"3"	"-216.98402446027808"	"-208.53230878541677"	"-226.5885613116389"	"-211.7318090867472"	"-233.30984643219313"	"-225.19706007293473"
"136"	"4"	"-217.99335840431698"	"-212.7148704954968"	"-220.92045597068122"	"-205.19320389815144"	"-236.45651962943256"	"-227.3389534486004"
"137"	"5"	"-214.70681419468622"	"-212.962352280779"	"-228.43070840052326"	"-211.02559976718626"	"-237.80565442675237"	"-230.78895543088194"
"138"	"6"	"-217.29251667685892"	"-211.6154227554096"	"-229.00763910975982"	"-213.97795450766498"	"-238.0854139292316"	"-229.54755254310516"
"139"	"7"	"-217.8562370020308"	"-214.50582365723838"	"-226.93563349888348"	"-207.2485259960144"	"-239.19659816872732"	"-227.4626965631164"
"140"	"8"	"-218.56743529052028"	"-216.73071057440754"	"-225.1251893885228"	"-209.7221105884855"	"-238.44744430734852"	"-231.24581633963314"
"141"	"9"	"-220.2254375098399"	"-212.9374164717958"	"-228.2912939099983"	"-214.9813560201172"	"-237.64288909969565"	"-231.78631480646064"
"142"	"10"	"-219.2276655359011"	"-212.33940091258754"	"-214.59709117318405"	"-204.74372770787468"	"-235.29951924658326"	"-228.61337889546547"
"143"	"11"	"-219.72401789679546"	"-216.99345521131448"	"-228.32419412606052"	"-213.2500944061667"	"-238.1198432812397"	"-229.9760458209709"
"144"	"12"	"-220.79194702062682"	"-218.05959457100715"	"-229.78546175773883"	"-208.5480230324288"	"-230.39754869995272"	"-227.79886815500276"
"145"	"13"	"-225.3041785916913"	"-217.6785150807304"	"-232.59571586710936"	"-217.1674518279558"	"-240.0"	"-234.9071875941384"
"146"	"14"	"-226.12082924249125"	"-219.11654515394054"	"-229.32574056009315"	"-220.41364962682"	"-236.27356716325409"	"-237.7235990545975"
"147"	"15"	"-226.66170410183636"	"-219.74326199997793"	"-231.04585026331324"	"-218.17955425245432"	"-238.8788030401088"	"-236.84944073379899"
"148"	"16"	"-226.97677072116375"	"-221.66309762233365"	"-232.3392421563574"	"-223.86740238300447"	"-238.58214546555004"	"-236.31102529707886"
"149"	"17"	"-224.86503195898445"	"-215.676942523452"	"-222.87052796444857"	"-212.2465959159537"	"-235.92756546831382"	"-234.83100699317262"
"150"	"18"	"-221.92918478592256"	"-218.09443619010455"	"-231.75343847997758"	"-215.5873402270726"	"-236.42403769547641"	"-232.1946171155853"
"151"	"19"	"-224.07395583208708"	"-220.10993567844466"	"-227.53028104636346"	"-214.83971985660122"	"-238.77169976339158"	"-235.60336228664363"
"152"	"20"	"-225.39059359146316"	"-217.96118431002395"	"-236.60145343572867"	"-217.5084294195539"	"-238.0"	"-235.20890890496247"
"153"	"21"	"-226.92710954452969"	"-219.79249192468933"	"-229.52350492377877"	"-219.02161103460614"	"-235.78671950943752"	"-235.52780373777347"
"154"	"22"	"-223.73433991475488"	"-221.48344188692607"	"-229.34762970645266"	"-219.441708373188"	"-240.0"	"-237.47462362675515"
"155"	"23"	"-225.5642267416494"	"-218.05588603721674"	"-231.40302239748416"	"-222.15277477727648"	"-240.0"	"-236.1223768214759"
"156"	"24"	"-226.97948541543983"	"-218.33578155999982"	"-231.8892819580483"	"-216.94242411196447"	"-240.0"	"-235.11161537370862"
"157"	"25"	"-226.02176008254034"	"-218.53251790225818"	"-226.04017045732792"	"-215.95069482747653"	"-237.10562142343687"	"-236.53200561040825"
"158"	"26"	"-227.1032472729715"	"-213.41379650503845"	"-230.20487186198002"	"-214.43088301716307"	"-238.8659609830318"	"-238.09059796314213"
"159"	"27"	"-227.1497122706823"	"-210.17532886076933"	"-224.58310952810376"	"-214.43409102973717"	"-240.0"	"-236.71898342449313"
"160"	"28"	"-227.37043680272632"	"-212.18227110232064"	"-228.10634291791234"	"-211.5141983072066"	"-240.0"	"-233.95287679741898"
"161"	"29"	"-227.2283599183207"	"-219.58990801605967"	"-227.34906884505358"	"-219.24496832519924"	"-238.1610799803933"	"-236.26092731565024"
"162"	"30"	"-223.53677983062175"	"-213.00735576911424"	"-224.3800930665381"	"-219.18378295828762"	"-239.07614878539096"	"-236.71905443025804"
"163"	"31"	"-226.66118441314927"	"-220.02868639791456"	"-227.24827879476908"	"-215.87275777513395"	"-237.78000331077922"	"-235.55725824789445"
"164"	"32"	"-225.8397429537564"	"-219.42781666035597"	"-225.46407758511825"	"-219.20389427999518"	"-239.95512705149716"	"-235.95047364653584"
"165"	"33"	"-225.2386947366183"	"-215.69267657110848"	"-229.23051303456785"	"-216.73180164913325"	"-240.0"	"-237.49581232382144"
"166"	"34"	"-227.6545396153387"	"-216.81818225968053"	"-229.66489470124537"	"-212.95793335102098"	"-237.49016866562926"	"-238.45061440036847"
"167"	"35"	"-227.7309887739321"	"-213.5327611790387"	"-230.23651321682703"	"-212.21858379222792"	"-240.0"	"-236.377730571222"
"168"	"36"	"-227.7609502174567"	"-210.9572618693652"	"-225.27204294087267"	"-212.88830149232663"	"-240.0"	"-234.52691548631134"
"169"	"37"	"-225.5483210609152"	"-215.65767733668721"	"-224.53542278612417"	"-218.68200910618904"	"-238.03776922966586"	"-237.00198557626624"
"170"	"38"	"-224.3588587425695"	"-213.96904249522993"	"-229.72932178418975"	"-217.2312915321953"	"-240.0"	"-234.34098982474677"
"171"	"39"	"-226.589751704707"	"-218.1551710603172"	"-227.11878734208855"	"-215.72695598419932"	"-238.4899613356659"	"-237.68563311339676"
"172"	"40"	"-227.3592271785378"	"-218.039684635804"	"-231.73199122348638"	"-218.75971919666353"	"-240.0"	"-237.46790469530558"
"173"	"41"	"-225.05670423695628"	"-218.49625894068092"	"-231.84263949010779"	"-217.69380761493926"	"-237.0832012466268"	"-233.9271806800532"
"174"	"42"	"-227.36329041512568"	"-211.38153583144918"	"-227.50675542041088"	"-213.66006457239877"	"-240.0"	"-238.58907342155516"
"175"	"43"	"-227.4567672763162"	"-211.56474266827612"	"-229.41283971602832"	"-213.99688799128825"	"-240.0"	"-231.51167029804833"
"176"	"44"	"-226.46548596059628"	"-215.47754692894566"	"-226.15916267174867"	"-213.26557089130634"	"-238.8788030401088"	"-231.42520609623432"
"177"	"45"	"-226.96002243679771"	"-217.97389046369392"	"-226.13636182408732"	"-219.88570563185394"	"-239.56479096602516"	"-235.53860508670516"
"178"	"46"	"-223.62153952695726"	"-213.9757151558186"	"-226.31454007799584"	"-218.98387160670723"	"-238.21712457787118"	"-237.38737235350214"
"179"	"47"	"-224.50557796685572"	"-216.56235767035594"	"-229.79111319209986"	"-221.91657746519545"	"-238.30560060284697"	"-237.93355367686598"
"180"	"48"	"-226.95811059591142"	"-217.21583439084736"	"-234.23542016116454"	"-222.24786390894215"	"-238.34435553607074"	"-236.18714367552184"
"181"	"49"	"-225.29488783105538"	"-218.15843355179314"	"-229.93990341095412"	"-215.5939276254449"	"-238.59897654309026"	"-235.42329839217774"
"182"	"50"	"-225.50091612748037"	"-210.9378317139305"	"-227.74628252132118"	"-214.20642850804543"	"-236.90822541997807"	"-232.67561476866604"
"183"	"51"	"-224.2441856276835"	"-212.3207907275245"	"-230.7103707038855"	"-215.6213651946701"	"-236.76869357470943"	"-234.24532668972287"
"184"	"52"	"-224.67219303906833"	"-213.1063917919835"	"-229.9928515197163"	"-216.1031466524555"	"-238.75150704001044"	"-232.4019382856793"
"185"	"53"	"-224.92378675221227"	"-213.63408987298467"	"-228.96348263147414"	"-217.59574910951525"	"-240.0"	"-232.89654802313277"
"186"	"54"	"-224.298693692136"	"-212.2809511095965"	"-232.00964419030797"	"-214.9386496081877"	"-236.67713641400334"	"-231.46491368187023"
