"diasum_pos"	"reference_align_site"	"ratio_node"
"72"	"-60"	"0.0"
"73"	"-59"	"0.0"
"74"	"-58"	"0.0"
"75"	"-57"	"0.0"
"76"	"-56"	"0.0"
"77"	"-55"	"0.0"
"78"	"-54"	"0.0"
"79"	"-53"	"0.0"
"80"	"-52"	"0.0"
"81"	"-51"	"0.0"
"82"	"-50"	"0.0"
"83"	"-49"	"0.0"
"84"	"-48"	"0.0"
"85"	"-47"	"0.0"
"86"	"-46"	"0.0"
"87"	"-45"	"0.0"
"88"	"-44"	"0.0"
"89"	"-43"	"0.0"
"90"	"-42"	"0.0"
"91"	"-41"	"0.0"
"92"	"-40"	"0.0"
"93"	"-39"	"0.0"
"94"	"-38"	"0.0"
"95"	"-37"	"0.0"
"96"	"-36"	"0.0"
"97"	"-35"	"0.0"
"98"	"-34"	"0.0"
"99"	"-33"	"0.0"
"100"	"-32"	"0.0"
"101"	"-31"	"0.0"
"102"	"-30"	"0.0"
"103"	"-29"	"0.0"
"104"	"-28"	"0.0"
"105"	"-27"	"0.0"
"106"	"-26"	"0.0"
"107"	"-25"	"0.0"
"108"	"-24"	"0.0"
"109"	"-23"	"0.0"
"110"	"-22"	"0.0"
"111"	"-21"	"0.0"
"112"	"-20"	"0.0"
"113"	"-19"	"0.0"
"114"	"-18"	"0.0"
"115"	"-17"	"0.0"
"116"	"-16"	"0.0"
"117"	"-15"	"0.0"
"118"	"-14"	"0.0"
"119"	"-13"	"0.0"
"120"	"-12"	"0.0"
"121"	"-11"	"0.0"
"122"	"-10"	"0.0"
"123"	"-9"	"0.0"
"124"	"-8"	"0.0"
"125"	"-7"	"0.0"
"126"	"-6"	"0.0"
"127"	"-5"	"0.0"
"128"	"-4"	"0.0"
"129"	"-3"	"0.0"
"130"	"-2"	"0.0"
"131"	"-1"	"0.0"
"132"	"0"	"0.0"
"133"	"1"	"0.0"
"134"	"2"	"0.0"
"135"	"3"	"0.0"
"136"	"4"	"0.0"
"137"	"5"	"0.0"
"138"	"6"	"0.0"
"139"	"7"	"0.0"
"140"	"8"	"0.0"
"141"	"9"	"0.0"
"142"	"10"	"0.0"
"143"	"11"	"0.0"
"144"	"12"	"0.0"
"145"	"13"	"0.0"
"146"	"14"	"0.0"
"147"	"15"	"0.0"
"148"	"16"	"0.0"
"149"	"17"	"0.0"
"150"	"18"	"0.0"
"151"	"19"	"0.0"
"152"	"20"	"0.0"
"153"	"21"	"0.0"
"154"	"22"	"0.0"
"155"	"23"	"0.0"
"156"	"24"	"0.0"
"157"	"25"	"0.0"
"158"	"26"	"0.0"
"159"	"27"	"0.0"
"160"	"28"	"0.0"
"161"	"29"	"0.0"
"162"	"30"	"0.0"
"163"	"31"	"0.0"
"164"	"32"	"0.0"
"165"	"33"	"0.0"
"166"	"34"	"0.0"
"167"	"35"	"0.0"
"168"	"36"	"0.0"
"169"	"37"	"0.0"
"170"	"38"	"0.0"
"171"	"39"	"0.0"
"172"	"40"	"0.0"
"173"	"41"	"0.0"
"174"	"42"	"0.0"
"175"	"43"	"0.0"
"176"	"44"	"0.0"
"177"	"45"	"0.0"
"178"	"46"	"0.0"
"179"	"47"	"0.0"
"180"	"48"	"0.0"
"181"	"49"	"0.0"
"182"	"50"	"0.0"
"183"	"51"	"0.0"
"184"	"52"	"0.0"
"185"	"53"	"0.0"
"186"	"54"	"0.0"
"187"	"55"	"0.0"
"188"	"56"	"0.0"
"189"	"57"	"0.0"
"190"	"58"	"0.0"
"191"	"59"	"0.0"
"192"	"60"	"0.0"
"193"	"61"	"0.0"
"194"	"62"	"0.0"
"195"	"63"	"0.0"
"196"	"64"	"0.0"
"197"	"65"	"0.0"
"198"	"66"	"0.0"
"199"	"67"	"0.0"
"200"	"68"	"0.0"
"201"	"69"	"0.0"
"202"	"70"	"0.0"
"203"	"71"	"0.0"
"204"	"72"	"0.0"
"205"	"73"	"0.0"
"206"	"74"	"0.0"
"207"	"75"	"0.0"
"208"	"76"	"0.0"
"209"	"77"	"0.0"
"210"	"78"	"0.0"
"211"	"79"	"0.0"
"212"	"80"	"0.0"
"213"	"81"	"0.0"
"214"	"82"	"0.0"
"215"	"83"	"0.0"
"216"	"84"	"0.0"
"217"	"85"	"0.0"
"218"	"86"	"0.0"
"219"	"87"	"0.0"
"220"	"88"	"0.0"
"221"	"89"	"0.0"
"222"	"90"	"0.0"
"223"	"91"	"0.0"
"224"	"92"	"0.0"
"225"	"93"	"0.0"
"226"	"94"	"0.0"
"227"	"95"	"0.0"
"228"	"96"	"0.0"
"229"	"97"	"0.0"
"230"	"98"	"0.0"
"231"	"99"	"0.0"
"232"	"100"	"0.0"
"233"	"101"	"0.0"
"234"	"102"	"0.0"
"235"	"103"	"0.0"
"236"	"104"	"0.0"
"237"	"105"	"0.0"
"238"	"106"	"0.0"
"239"	"107"	"0.0"
"240"	"108"	"0.0"
"241"	"109"	"0.0"
"242"	"110"	"0.0"
"243"	"111"	"0.0"
"244"	"112"	"0.0"
"245"	"113"	"0.0"
"246"	"114"	"0.0"
"247"	"115"	"0.0"
"248"	"116"	"0.0"
"249"	"117"	"0.0"
"250"	"118"	"0.0"
"251"	"119"	"0.0"
"252"	"120"	"0.0"
"253"	"121"	"0.0"
"254"	"122"	"0.0"
"255"	"123"	"0.0"
"256"	"124"	"0.0"
"257"	"125"	"0.0"
"258"	"126"	"0.0"
"259"	"127"	"0.0"
"260"	"128"	"0.0"
"261"	"129"	"0.0"
"262"	"130"	"0.0"
"263"	"131"	"0.0"
"264"	"132"	"0.0"
"265"	"133"	"0.0"
"266"	"134"	"0.0"
"267"	"135"	"0.0"
"268"	"136"	"0.0"
"269"	"137"	"0.0"
"270"	"138"	"0.0"
"271"	"139"	"0.0"
"272"	"140"	"0.0"
"273"	"141"	"0.0"
"274"	"142"	"0.0"
"275"	"143"	"0.0"
"276"	"144"	"0.0"
"277"	"145"	"0.0"
"278"	"146"	"0.0"
"279"	"147"	"0.0"
"280"	"148"	"0.0"
"281"	"149"	"0.0"
"282"	"150"	"0.0"
"283"	"151"	"0.0"
"284"	"152"	"0.0"
"285"	"153"	"0.0"
"286"	"154"	"0.0"
"287"	"155"	"0.0"
"288"	"156"	"0.0"
"289"	"157"	"0.0"
"290"	"158"	"0.0"
"291"	"159"	"0.0"
"292"	"160"	"0.0"
"293"	"161"	"0.0"
"294"	"162"	"0.0"
"295"	"163"	"0.0"
"296"	"164"	"0.0"
"297"	"165"	"0.0"
"298"	"166"	"0.0"
"299"	"167"	"0.0"
"300"	"168"	"0.0"
"301"	"169"	"0.0"
"302"	"170"	"0.0"
"303"	"171"	"0.0"
"304"	"172"	"0.0"
"305"	"173"	"0.0"
"306"	"174"	"0.0"
"307"	"175"	"0.0"
"308"	"176"	"0.0"
"309"	"177"	"0.0"
"310"	"178"	"0.0"
"311"	"179"	"0.0"
"312"	"180"	"0.0"
"313"	"181"	"0.0"
"314"	"182"	"0.0"
"315"	"183"	"0.0"
"316"	"184"	"0.0"
"317"	"185"	"0.0"
"318"	"186"	"0.0"
"319"	"187"	"0.0"
"320"	"188"	"0.0"
"321"	"189"	"0.0"
"322"	"190"	"0.0"
"323"	"191"	"0.0"
"324"	"192"	"0.0"
"325"	"193"	"0.0"
"326"	"194"	"0.0"
"327"	"195"	"0.0"
"328"	"196"	"0.0"
"329"	"197"	"0.0"
"330"	"198"	"0.0"
"331"	"199"	"0.0"
"332"	"200"	"0.0"
"333"	"201"	"0.0"
"334"	"202"	"0.0"
"335"	"203"	"0.0"
"336"	"204"	"0.0"
"337"	"205"	"0.0"
"338"	"206"	"0.0"
"339"	"207"	"0.0"
"340"	"208"	"0.0"
"341"	"209"	"0.0"
"342"	"210"	"0.0"
"343"	"211"	"0.0"
"344"	"212"	"0.0"
"345"	"213"	"0.0"
"346"	"214"	"0.0"
"347"	"215"	"0.0"
"348"	"216"	"0.0"
"349"	"217"	"0.0"
"350"	"218"	"0.0"
"351"	"219"	"0.0"
"352"	"220"	"0.0"
"353"	"221"	"0.0"
"354"	"222"	"0.0"
"355"	"223"	"0.0"
"356"	"224"	"0.0"
"357"	"225"	"0.0"
"358"	"226"	"0.0"
"359"	"227"	"0.0"
"360"	"228"	"0.0"
"361"	"229"	"0.0"
"362"	"230"	"0.0"
"363"	"231"	"0.0"
"364"	"232"	"0.0"
"365"	"233"	"0.0"
"366"	"234"	"0.0"
"367"	"235"	"0.0"
"368"	"236"	"0.0"
"369"	"237"	"0.0"
"370"	"238"	"0.0"
"371"	"239"	"0.0"
"372"	"240"	"0.0"
"373"	"241"	"0.0"
"374"	"242"	"0.0"
"375"	"243"	"0.0"
"376"	"244"	"0.0"
"377"	"245"	"0.0"
"378"	"246"	"0.0"
"379"	"247"	"0.0"
"380"	"248"	"0.0"
"381"	"249"	"0.0"
"382"	"250"	"0.0"
"383"	"251"	"0.0"
"384"	"252"	"0.0"
"385"	"253"	"0.0"
"386"	"254"	"0.0"
"387"	"255"	"0.0"
"388"	"256"	"0.0"
"389"	"257"	"0.0"
"390"	"258"	"0.0"
"391"	"259"	"0.0"
"392"	"260"	"0.0"
"393"	"261"	"0.0"
"394"	"262"	"0.0"
"395"	"263"	"0.0"
"396"	"264"	"0.0"
"397"	"265"	"0.0"
"398"	"266"	"0.0"
"399"	"267"	"0.0"
"400"	"268"	"0.0"
"401"	"269"	"0.0"
"402"	"270"	"0.0"
"403"	"271"	"0.0"
"404"	"272"	"0.0"
"405"	"273"	"0.0"
"406"	"274"	"0.0"
"407"	"275"	"0.0"
"408"	"276"	"0.0"
"409"	"277"	"0.0"
"410"	"278"	"0.0"
"411"	"279"	"0.0"
"412"	"280"	"0.0"
"413"	"281"	"0.0"
"414"	"282"	"0.0"
"415"	"283"	"0.0"
"416"	"284"	"0.0"
"417"	"285"	"0.0"
"418"	"286"	"0.0"
"419"	"287"	"0.0"
"420"	"288"	"0.0"
"421"	"289"	"0.0"
"422"	"290"	"0.0"
"423"	"291"	"0.0"
"424"	"292"	"0.0"
"425"	"293"	"0.0"
"426"	"294"	"0.0"
"427"	"295"	"0.0"
"428"	"296"	"0.0"
"429"	"297"	"0.0"
"430"	"298"	"0.0"
"431"	"299"	"0.0"
"432"	"300"	"0.0"
"433"	"301"	"0.0"
"434"	"302"	"0.0"
"435"	"303"	"0.0"
"436"	"304"	"0.0"
"437"	"305"	"0.0"
"438"	"306"	"0.0"
"439"	"307"	"0.0"
"440"	"308"	"0.0"
"441"	"309"	"0.0"
"442"	"310"	"0.0"
"443"	"311"	"0.0"
"444"	"312"	"0.0"
"445"	"313"	"0.0"
"446"	"314"	"0.0"
"447"	"315"	"0.0"
"448"	"316"	"0.0"
"449"	"317"	"0.0"
"450"	"318"	"0.0"
"451"	"319"	"0.0"
"452"	"320"	"0.0"
"453"	"321"	"0.0"
"454"	"322"	"0.0"
"455"	"323"	"0.0"
"456"	"324"	"0.0"
"457"	"325"	"0.0"
"458"	"326"	"0.0"
"459"	"327"	"0.0"
"460"	"328"	"0.0"
"461"	"329"	"0.0"
"462"	"330"	"0.0"
"463"	"331"	"0.0"
"464"	"332"	"0.0"
"465"	"333"	"0.0"
"466"	"334"	"0.0"
"467"	"335"	"0.0"
"468"	"336"	"0.0"
"469"	"337"	"0.0"
"470"	"338"	"0.0"
"471"	"339"	"0.0"
"472"	"340"	"0.0"
"473"	"341"	"0.0"
"474"	"342"	"0.0"
"475"	"343"	"0.0"
"476"	"344"	"0.0"
"477"	"345"	"0.0"
"478"	"346"	"0.0"
"479"	"347"	"0.0"
"480"	"348"	"0.0"
"481"	"349"	"0.0"
"482"	"350"	"0.0"
"483"	"351"	"0.0"
"484"	"352"	"0.0"
"485"	"353"	"0.0"
"486"	"354"	"0.0"
"487"	"355"	"0.0"
"488"	"356"	"0.0"
"489"	"357"	"0.0"
"490"	"358"	"0.0"
"491"	"359"	"0.0"
"492"	"360"	"0.0"
"493"	"361"	"0.0"
"494"	"362"	"0.0"
"495"	"363"	"0.0"
"496"	"364"	"0.0"
"497"	"365"	"0.0"
"498"	"366"	"0.0"
"499"	"367"	"0.0"
"500"	"368"	"0.0"
"501"	"369"	"0.0"
"502"	"370"	"0.0"
"503"	"371"	"0.0"
"504"	"372"	"0.0"
"505"	"373"	"0.0"
"506"	"374"	"0.0"
"507"	"375"	"0.0"
"508"	"376"	"0.0"
"509"	"377"	"0.0"
"510"	"378"	"0.0"
"511"	"379"	"0.0"
"512"	"380"	"0.0"
"513"	"381"	"0.0"
"514"	"382"	"0.0"
"515"	"383"	"0.0"
"516"	"384"	"0.0"
"517"	"385"	"0.0"
"518"	"386"	"0.0"
"519"	"387"	"0.0"
"520"	"388"	"0.0"
"521"	"389"	"0.0"
"522"	"390"	"0.0"
"523"	"391"	"0.0"
"524"	"392"	"0.0"
"525"	"393"	"0.0"
"526"	"394"	"0.0"
"527"	"395"	"0.0"
"528"	"396"	"0.0"
"529"	"397"	"0.0"
"530"	"398"	"0.0"
"531"	"399"	"0.0"
"532"	"400"	"0.0"
"533"	"401"	"0.0"
"534"	"402"	"0.0"
"535"	"403"	"0.0"
"536"	"404"	"0.0"
"537"	"405"	"0.0"
"538"	"406"	"0.0"
"539"	"407"	"0.0"
"540"	"408"	"0.0"
"541"	"409"	"0.0"
"542"	"410"	"0.0"
"543"	"411"	"0.0"
"544"	"412"	"0.0"
"545"	"413"	"0.0"
"546"	"414"	"0.0"
"547"	"415"	"0.0"
"548"	"416"	"0.0"
"549"	"417"	"0.0"
"550"	"418"	"0.0"
"551"	"419"	"0.0"
"552"	"420"	"0.0"
"553"	"421"	"0.0"
"554"	"422"	"0.0"
"555"	"423"	"0.0"
"556"	"424"	"0.0"
"557"	"425"	"0.0"
"558"	"426"	"0.0"
"559"	"427"	"0.0"
"560"	"428"	"0.0"
"561"	"429"	"0.0"
"562"	"430"	"0.0"
"563"	"431"	"0.0"
"564"	"432"	"0.0"
"565"	"433"	"0.0"
"566"	"434"	"0.0"
"567"	"435"	"0.0"
"568"	"436"	"0.0"
"569"	"437"	"0.0"
"570"	"438"	"0.0"
"571"	"439"	"0.0"
"572"	"440"	"0.0"
"573"	"441"	"0.0"
"574"	"442"	"0.0"
"575"	"443"	"0.0"
"576"	"444"	"0.0"
"577"	"445"	"0.0"
"578"	"446"	"0.0"
"579"	"447"	"0.0"
"580"	"448"	"0.0"
"581"	"449"	"0.0"
"582"	"450"	"0.0"
"583"	"451"	"0.0"
"584"	"452"	"0.0"
"585"	"453"	"0.0"
"586"	"454"	"0.0"
"587"	"455"	"0.0"
"588"	"456"	"0.0"
"589"	"457"	"0.0"
"590"	"458"	"0.0"
"591"	"459"	"0.0"
"592"	"460"	"0.0"
"593"	"461"	"0.0"
"594"	"462"	"0.0"
"595"	"463"	"0.0"
"596"	"464"	"0.0"
"597"	"465"	"0.0"
"598"	"466"	"0.0"
"599"	"467"	"0.0"
"600"	"468"	"0.0"
"601"	"469"	"0.0"
"602"	"470"	"0.0"
"603"	"471"	"0.0"
"604"	"472"	"0.0"
"605"	"473"	"0.0"
"606"	"474"	"0.0"
"607"	"475"	"0.0"
"608"	"476"	"0.0"
"609"	"477"	"0.0"
"610"	"478"	"0.0"
"611"	"479"	"0.0"
"612"	"480"	"0.0"
"613"	"481"	"0.0"
"614"	"482"	"0.0"
"615"	"483"	"0.0"
"616"	"484"	"0.0"
"617"	"485"	"0.0"
"618"	"486"	"0.0"
"619"	"487"	"0.0"
"620"	"488"	"0.0"
"621"	"489"	"0.0"
"622"	"490"	"0.0"
"623"	"491"	"0.0"
"624"	"492"	"0.0"
"625"	"493"	"0.0"
"626"	"494"	"0.0"
"627"	"495"	"0.0"
"628"	"496"	"0.0"
"629"	"497"	"0.0"
"630"	"498"	"0.0"
"631"	"499"	"0.0"
"632"	"500"	"0.0"
"633"	"501"	"0.0"
"634"	"502"	"0.0"
"635"	"503"	"0.0"
"636"	"504"	"0.0"
"637"	"505"	"0.0"
"638"	"506"	"0.0"
"639"	"507"	"0.0"
"640"	"508"	"0.0"
"641"	"509"	"0.0"
"642"	"510"	"0.0"
"643"	"511"	"0.0"
"644"	"512"	"0.0"
"645"	"513"	"0.0"
"646"	"514"	"0.0"
"647"	"515"	"0.0"
"648"	"516"	"0.0"
"649"	"517"	"0.0"
"650"	"518"	"0.0"
"651"	"519"	"0.0"
"652"	"520"	"0.0"
"653"	"521"	"0.0"
"654"	"522"	"0.0"
"655"	"523"	"0.0"
"656"	"524"	"0.0"
"657"	"525"	"0.0"
"658"	"526"	"0.0"
"659"	"527"	"0.0"
"660"	"528"	"0.0"
"661"	"529"	"0.0"
"662"	"530"	"0.0"
"663"	"531"	"0.0"
"664"	"532"	"0.0"
"665"	"533"	"0.0"
"666"	"534"	"0.0"
"667"	"535"	"0.0"
"668"	"536"	"0.0"
"669"	"537"	"0.0"
"670"	"538"	"0.0"
"671"	"539"	"0.0"
"672"	"540"	"0.0"
"673"	"541"	"0.0"
"674"	"542"	"0.0"
"675"	"543"	"0.0"
"676"	"544"	"0.0"
"677"	"545"	"0.0"
"678"	"546"	"0.0"
"679"	"547"	"0.0"
"680"	"548"	"0.0"
"681"	"549"	"0.0"
"682"	"550"	"0.0"
"683"	"551"	"0.0"
"684"	"552"	"0.0"
"685"	"553"	"0.0"
"686"	"554"	"0.0"
"687"	"555"	"0.0"
"688"	"556"	"0.0"
"689"	"557"	"0.0"
"690"	"558"	"0.0"
"691"	"559"	"0.0"
"692"	"560"	"0.0"
"693"	"561"	"0.0"
"694"	"562"	"0.0"
"695"	"563"	"0.0"
"696"	"564"	"0.0"
"697"	"565"	"0.0"
"698"	"566"	"0.0"
"699"	"567"	"0.0"
"700"	"568"	"0.0"
"701"	"569"	"0.0"
"702"	"570"	"0.0"
"703"	"571"	"0.0"
"704"	"572"	"0.0"
"705"	"573"	"0.0"
"706"	"574"	"0.0"
"707"	"575"	"0.0"
"708"	"576"	"0.0"
"709"	"577"	"0.0"
"710"	"578"	"0.0"
"711"	"579"	"0.0"
"712"	"580"	"0.0"
"713"	"581"	"0.0"
"714"	"582"	"0.0"
"715"	"583"	"0.0"
"716"	"584"	"0.0"
"717"	"585"	"0.0"
"718"	"586"	"0.0"
"719"	"587"	"0.0"
"720"	"588"	"0.0"
"721"	"589"	"0.0"
"722"	"590"	"0.0"
"723"	"591"	"0.0"
"724"	"592"	"0.0"
"725"	"593"	"0.0"
"726"	"594"	"0.0"
"727"	"595"	"0.0"
"728"	"596"	"0.0"
"729"	"597"	"0.0"
"730"	"598"	"0.0"
"731"	"599"	"0.0"
"732"	"600"	"0.0"
"733"	"601"	"0.0"
"734"	"602"	"0.0"
"735"	"603"	"0.0"
"736"	"604"	"0.0"
"737"	"605"	"0.0"
"738"	"606"	"0.0"
"739"	"607"	"0.0"
"740"	"608"	"0.0"
"741"	"609"	"0.0"
"742"	"610"	"0.0"
"743"	"611"	"0.0"
"744"	"612"	"0.0"
"745"	"613"	"0.0"
"746"	"614"	"0.0"
"747"	"615"	"0.0"
"748"	"616"	"0.0"
"749"	"617"	"0.0"
"750"	"618"	"0.0"
"751"	"619"	"0.0"
"752"	"620"	"0.0"
"753"	"621"	"0.0"
"754"	"622"	"0.0"
"755"	"623"	"0.0"
"756"	"624"	"0.0"
"757"	"625"	"0.0"
"758"	"626"	"0.0"
"759"	"627"	"0.0"
"760"	"628"	"0.0"
"761"	"629"	"0.0"
"762"	"630"	"0.8333333333333334"
"763"	"631"	"0.0"
"764"	"632"	"0.0"
"765"	"633"	"0.0"
"766"	"634"	"0.0"
"767"	"635"	"0.0"
"768"	"636"	"0.0"
"769"	"637"	"0.0"
"770"	"638"	"0.0"
"771"	"639"	"0.0"
"772"	"640"	"0.0"
"773"	"641"	"0.0"
"774"	"642"	"0.0"
"775"	"643"	"0.0"
"776"	"644"	"0.0"
"777"	"645"	"0.0"
"778"	"646"	"0.0"
"779"	"647"	"0.0"
"780"	"648"	"0.0"
"781"	"649"	"0.0"
"782"	"650"	"0.0"
"783"	"651"	"0.0"
"784"	"652"	"0.0"
"785"	"653"	"0.0"
"786"	"654"	"0.0"
"787"	"655"	"0.0"
"788"	"656"	"0.0"
"789"	"657"	"0.0"
"790"	"658"	"0.0"
"791"	"659"	"0.0"
"792"	"660"	"0.0"
"793"	"661"	"0.0"
"794"	"662"	"0.0"
"795"	"663"	"0.0"
"796"	"664"	"0.0"
"797"	"665"	"0.0"
"798"	"666"	"0.0"
"799"	"667"	"0.0"
"800"	"668"	"0.0"
"801"	"669"	"0.0"
"802"	"670"	"0.0"
"803"	"671"	"0.0"
"804"	"672"	"0.0"
"805"	"673"	"0.0"
"806"	"674"	"0.0"
"807"	"675"	"0.0"
"808"	"676"	"0.0"
"809"	"677"	"0.0"
"810"	"678"	"0.0"
"811"	"679"	"0.0"
"812"	"680"	"0.0"
"813"	"681"	"0.0"
"814"	"682"	"0.0"
"815"	"683"	"0.0"
"816"	"684"	"0.0"
"817"	"685"	"0.0"
"818"	"686"	"0.0"
"819"	"687"	"0.0"
"820"	"688"	"0.0"
"821"	"689"	"0.0"
"822"	"690"	"0.0"
"823"	"691"	"0.0"
"824"	"692"	"0.0"
"825"	"693"	"0.0"
"826"	"694"	"0.0"
"827"	"695"	"0.0"
"828"	"696"	"0.0"
"829"	"697"	"0.0"
"830"	"698"	"0.0"
"831"	"699"	"0.0"
"832"	"700"	"0.0"
"833"	"701"	"0.0"
"834"	"702"	"0.0"
"835"	"703"	"0.0"
"836"	"704"	"0.0"
"837"	"705"	"0.0"
"838"	"706"	"0.0"
"839"	"707"	"0.0"
"840"	"708"	"0.0"
"841"	"709"	"0.0"
"842"	"710"	"0.0"
"843"	"711"	"0.0"
"844"	"712"	"0.0"
"845"	"713"	"0.0"
"846"	"714"	"0.0"
"847"	"715"	"0.0"
"848"	"716"	"0.0"
"849"	"717"	"0.0"
"850"	"718"	"0.0"
"851"	"719"	"0.0"
"852"	"720"	"0.0"
"853"	"721"	"0.0"
"854"	"722"	"0.0"
"855"	"723"	"0.0"
"856"	"724"	"0.0"
"857"	"725"	"0.0"
"858"	"726"	"0.0"
"859"	"727"	"0.0"
"860"	"728"	"0.0"
"861"	"729"	"0.0"
"862"	"730"	"0.0"
"863"	"731"	"0.0"
"864"	"732"	"0.0"
"865"	"733"	"0.0"
"866"	"734"	"0.0"
"867"	"735"	"0.0"
"868"	"736"	"0.0"
"869"	"737"	"0.0"
"870"	"738"	"0.0"
"871"	"739"	"0.0"
"872"	"740"	"0.0"
"873"	"741"	"0.0"
"874"	"742"	"0.0"
"875"	"743"	"0.0"
"876"	"744"	"0.0"
"877"	"745"	"0.0"
"878"	"746"	"0.0"
"879"	"747"	"0.0"
"880"	"748"	"0.0"
"881"	"749"	"0.0"
"882"	"750"	"0.0"
"883"	"751"	"0.0"
"884"	"752"	"0.0"
"885"	"753"	"0.0"
"886"	"754"	"0.0"
"887"	"755"	"0.0"
"888"	"756"	"0.0"
"889"	"757"	"0.0"
"890"	"758"	"0.0"
"891"	"759"	"0.0"
"892"	"760"	"0.0"
"893"	"761"	"0.0"
"894"	"762"	"0.0"
"895"	"763"	"0.0"
"896"	"764"	"0.0"
"897"	"765"	"0.0"
"898"	"766"	"0.0"
"899"	"767"	"0.0"
"900"	"768"	"0.0"
"901"	"769"	"0.0"
"902"	"770"	"0.0"
"903"	"771"	"0.0"
"904"	"772"	"0.0"
"905"	"773"	"0.0"
"906"	"774"	"0.0"
"907"	"775"	"0.0"
"908"	"776"	"0.0"
"909"	"777"	"0.0"
"910"	"778"	"0.0"
"911"	"779"	"0.0"
"912"	"780"	"0.0"
"913"	"781"	"0.0"
"914"	"782"	"0.0"
"915"	"783"	"0.0"
"916"	"784"	"0.0"
"917"	"785"	"0.0"
"918"	"786"	"0.0"
"919"	"787"	"0.0"
"920"	"788"	"0.0"
"921"	"789"	"0.0"
"922"	"790"	"0.0"
"923"	"791"	"0.0"
"924"	"792"	"0.0"
"925"	"793"	"0.0"
"926"	"794"	"0.0"
"927"	"795"	"0.0"
"928"	"796"	"0.0"
"929"	"797"	"0.0"
"930"	"798"	"0.0"
"931"	"799"	"0.0"
"932"	"800"	"0.0"
"933"	"801"	"0.0"
"934"	"802"	"0.0"
"935"	"803"	"0.0"
"936"	"804"	"0.0"
"937"	"805"	"0.0"
"938"	"806"	"0.0"
"939"	"807"	"0.0"
"940"	"808"	"0.0"
"941"	"809"	"0.0"
"942"	"810"	"0.0"
"943"	"811"	"0.0"
"944"	"812"	"0.0"
"945"	"813"	"0.0"
"946"	"814"	"0.0"
"947"	"815"	"0.0"
"948"	"816"	"0.0"
"949"	"817"	"0.0"
"950"	"818"	"0.0"
"951"	"819"	"0.0"
"952"	"820"	"0.0"
"953"	"821"	"0.0"
"954"	"822"	"0.0"
"955"	"823"	"0.0"
"956"	"824"	"0.0"
"957"	"825"	"0.0"
"958"	"826"	"0.0"
"959"	"827"	"0.0"
"960"	"828"	"0.0"
"961"	"829"	"0.0"
"962"	"830"	"0.0"
"963"	"831"	"0.0"
"964"	"832"	"0.0"
"965"	"833"	"0.0"
"966"	"834"	"0.0"
"967"	"835"	"0.0"
"968"	"836"	"0.0"
"969"	"837"	"0.0"
"970"	"838"	"0.0"
"971"	"839"	"0.0"
"972"	"840"	"0.0"
"973"	"841"	"0.0"
"974"	"842"	"0.0"
"975"	"843"	"0.0"
"976"	"844"	"0.0"
"977"	"845"	"0.0"
"978"	"846"	"0.0"
"979"	"847"	"0.0"
"980"	"848"	"0.0"
"981"	"849"	"0.0"
"982"	"850"	"0.0"
"983"	"851"	"0.0"
"984"	"852"	"0.0"
"985"	"853"	"0.0"
