"diagsum_position"	"reference_align_site"	"nodeid=0"	"nodeid=195"	"nodeid=394"	"nodeid=591"	"nodeid=789"	"nodeid=994"
"59"	"-79"	"-204.73094391098664"	"-195.56153225922407"	"-211.0391456377969"	"-188.89361899289057"	"-231.05447193093318"	"-222.36817809741186"
"60"	"-78"	"-197.29501392861334"	"-190.02549084976502"	"-214.35170999058167"	"-194.7942613840535"	"-230.41607487797512"	"-211.46934258094683"
"61"	"-77"	"-204.78476154783607"	"-194.17166281936795"	"-209.2473076380024"	"-196.7336423822576"	"-227.90128790446906"	"-222.05001400510224"
"62"	"-76"	"-204.57998243062997"	"-196.4495550684845"	"-217.63072470039947"	"-196.20146607667806"	"-227.53189111689713"	"-216.7384267796731"
"63"	"-75"	"-203.8442860979066"	"-194.0683149241384"	"-210.25696388861851"	"-194.45366232575037"	"-224.25261207359657"	"-218.2827869645259"
"64"	"-74"	"-202.57842156208926"	"-195.57833515123053"	"-216.7758766267633"	"-190.62593702372843"	"-228.4857505402813"	"-222.1607638404976"
"65"	"-73"	"-206.05145357844518"	"-195.78752748882314"	"-211.15637016246723"	"-192.82667937737833"	"-224.29202411590816"	"-221.34526520534928"
"66"	"-72"	"-204.75376812555345"	"-198.93937650814087"	"-218.06107287343679"	"-197.18426045485222"	"-227.64282847623147"	"-219.45335077650904"
"67"	"-71"	"-203.37023817379955"	"-194.35681828970516"	"-215.82191296096948"	"-188.28121148291146"	"-230.05095391896774"	"-221.1419230822383"
"68"	"-70"	"-201.81006154825025"	"-193.9189596539608"	"-214.81232538409827"	"-189.86531580460831"	"-224.43706380196508"	"-218.37127614075024"
"69"	"-69"	"-203.8197181994663"	"-198.3075609189357"	"-214.98319044865175"	"-191.62527741755756"	"-230.0471146156664"	"-218.46270874865456"
"70"	"-68"	"-205.39066466305863"	"-198.37287415396207"	"-223.44898792174402"	"-198.60180871929762"	"-223.850022942801"	"-215.10108722811526"
"71"	"-67"	"-209.14439606920067"	"-196.121473960327"	"-210.93777418937267"	"-196.19343921424658"	"-226.4008757857398"	"-221.56076158891813"
"72"	"-66"	"-203.51374286144969"	"-201.76515441548005"	"-216.03174377697286"	"-202.10801525029282"	"-231.56120750647963"	"-220.19141987172432"
"73"	"-65"	"-208.8685787804595"	"-202.40682561757762"	"-218.91451777390694"	"-204.23189526757707"	"-232.0"	"-225.89588346167886"
"74"	"-64"	"-202.3223432860095"	"-187.89010959409842"	"-210.30386485674097"	"-188.8811499765757"	"-219.31284928387834"	"-215.63028008596956"
"75"	"-63"	"-206.40065392024715"	"-188.38927571264554"	"-217.16099907272655"	"-192.74214107745124"	"-228.65350253112516"	"-219.01850368294186"
"76"	"-62"	"-206.68537770262006"	"-202.62803880098738"	"-215.55494076993583"	"-196.7247449030219"	"-230.86881909508227"	"-220.1713190113948"
"77"	"-61"	"-205.82910574753078"	"-194.13311931367232"	"-218.75507603275167"	"-196.60334291813544"	"-221.51904870525405"	"-219.4188501760881"
"78"	"-60"	"-205.91645574150002"	"-193.5491492959938"	"-216.8925078863949"	"-192.72875125272896"	"-229.91218978947006"	"-215.54494995600118"
"79"	"-59"	"-208.49260343370162"	"-198.8505138660208"	"-213.32137570243276"	"-193.64228389573444"	"-231.45387049284852"	"-216.0475225958081"
"80"	"-58"	"-199.85107592897316"	"-199.65330578818987"	"-211.9050028287199"	"-199.24608850423934"	"-226.13737972271903"	"-218.04121799613563"
"81"	"-57"	"-203.06722574124584"	"-201.55576788780218"	"-220.5973144345742"	"-202.88631883227504"	"-228.6304537185515"	"-221.26601176743304"
"82"	"-56"	"-201.06156370285274"	"-195.25183131032435"	"-212.58663867855736"	"-189.2744973877556"	"-224.20186797972875"	"-218.17437268231748"
"83"	"-55"	"-207.72175767265134"	"-196.33652990478845"	"-213.35893385592465"	"-198.59466519836892"	"-229.0565482857851"	"-222.3323345161068"
"84"	"-54"	"-207.64851622566914"	"-200.79323888246975"	"-216.5944650914546"	"-191.65983224942363"	"-228.08406349708528"	"-222.2275714853984"
"85"	"-53"	"-206.39831564830996"	"-200.1527216943235"	"-217.5203301455984"	"-198.98793035378745"	"-219.49644056711634"	"-215.41043918917387"
"86"	"-52"	"-207.9313673434533"	"-195.91199032543025"	"-211.16481161991877"	"-193.1706111382903"	"-228.97003240637412"	"-219.2863781174704"
"87"	"-51"	"-209.37018806222565"	"-192.99219071117594"	"-219.31655895784579"	"-194.51002454508304"	"-230.36360518491998"	"-222.26439342977832"
"88"	"-50"	"-210.25827257205017"	"-205.82969253136878"	"-212.6517164960487"	"-202.17689418162595"	"-227.6622912880486"	"-223.5502334431653"
"89"	"-49"	"-207.2534443884296"	"-205.1294546943662"	"-214.61721620733647"	"-198.0211377378583"	"-227.41279994765563"	"-223.74548717333994"
"90"	"-48"	"-206.2620200748583"	"-198.17930921871698"	"-210.06899361003403"	"-200.2654919095366"	"-223.59356620350297"	"-221.126684915379"
"91"	"-47"	"-208.11975763510358"	"-197.89198475978571"	"-219.89752400032214"	"-201.66010641711392"	"-228.8417256322684"	"-221.5370587974727"
"92"	"-46"	"-208.5485836944428"	"-197.16293734802701"	"-211.94954155741507"	"-199.28732638095005"	"-230.5519476929064"	"-223.5096449433186"
"93"	"-45"	"-208.89361319437378"	"-200.16733595180648"	"-221.1410432209329"	"-199.84764373985718"	"-226.63162938524542"	"-219.68127704158127"
"94"	"-44"	"-209.76099423680134"	"-202.46958504364574"	"-217.34920841229038"	"-196.3600737640445"	"-229.85773429364784"	"-221.29569020018667"
"95"	"-43"	"-207.89280763545526"	"-201.91138640805642"	"-218.03451214402898"	"-203.67859322167564"	"-229.8081513982299"	"-223.76772034837163"
"96"	"-42"	"-210.59568931949306"	"-198.5327168759922"	"-214.59016611930082"	"-201.54844875724643"	"-232.0"	"-226.57086420092574"
"97"	"-41"	"-210.81443892975162"	"-202.77845304415092"	"-215.11474200625872"	"-204.04333142396908"	"-229.2083096090103"	"-223.14966886368097"
"98"	"-40"	"-208.14475800992642"	"-198.60848688582155"	"-211.41692374146226"	"-193.98969001127335"	"-229.8357134509601"	"-221.1308683353321"
"99"	"-39"	"-205.18519554656055"	"-194.53541643924763"	"-216.4123865788873"	"-196.7123678029882"	"-224.78124169053416"	"-219.337210631264"
"100"	"-38"	"-209.98630297462154"	"-203.3739571528301"	"-214.09334357060143"	"-199.97774401400744"	"-231.3954014435207"	"-222.82975111310162"
"101"	"-37"	"-205.66545262734337"	"-199.8404342572462"	"-215.6865314007137"	"-197.81266158479312"	"-232.0"	"-221.27453070844928"
"102"	"-36"	"-207.98497220465677"	"-191.1322528664515"	"-210.71706264599908"	"-192.3097100712381"	"-229.04073531058347"	"-220.4132082545113"
"103"	"-35"	"-205.9566385907756"	"-205.6796359164373"	"-215.9164651732665"	"-200.1038243370177"	"-232.0"	"-223.7155725797317"
"104"	"-34"	"-207.91321857461247"	"-199.20056216574483"	"-216.98736292926952"	"-197.03090845441668"	"-229.18685632422455"	"-224.3503847289737"
"105"	"-33"	"-208.2453573233071"	"-194.698767066243"	"-214.95035333412542"	"-197.30448025781672"	"-230.67329468227112"	"-222.9280616601123"
"106"	"-32"	"-207.8451371170929"	"-200.06722370758033"	"-218.33742172050563"	"-193.20342845413387"	"-227.24253168354846"	"-221.23383575751015"
"107"	"-31"	"-210.03246457448617"	"-197.4269840475694"	"-212.7470380592054"	"-198.21512301601294"	"-221.88617939467335"	"-221.18533713691713"
"108"	"-30"	"-211.0242990228801"	"-193.47657427271923"	"-218.87511570656685"	"-198.38305473794026"	"-227.54302316424432"	"-219.17567486304074"
"109"	"-29"	"-211.0909839663079"	"-203.47886770373051"	"-218.85210201277388"	"-200.50256811446408"	"-230.15677365110344"	"-222.8812560818429"
"110"	"-28"	"-209.32732626883734"	"-199.6195507613646"	"-215.01297550068782"	"-197.34993476713453"	"-228.76886533096334"	"-219.21782792686486"
"111"	"-27"	"-209.09285179703255"	"-198.25286886396958"	"-222.49399239763753"	"-200.68101836169726"	"-227.63878777404813"	"-217.86016846545922"
"112"	"-26"	"-208.09983849239188"	"-201.5897491598845"	"-215.1130280742277"	"-195.51559764806518"	"-219.42433452691796"	"-219.33595381242338"
"113"	"-25"	"-212.45906762483625"	"-209.0020516766909"	"-220.50885066462743"	"-204.17164622042938"	"-229.67999999999998"	"-224.28027466585755"
"114"	"-24"	"-207.61794420490406"	"-205.133085229499"	"-221.42852829029187"	"-199.8640880660525"	"-229.27869061818305"	"-221.69981595396766"
"115"	"-23"	"-208.59103147570892"	"-200.6284196065301"	"-210.54068455980638"	"-196.1684243808018"	"-226.06528785185674"	"-222.7047170937608"
"116"	"-22"	"-211.20380996571635"	"-201.59027915642938"	"-219.3437327962352"	"-197.65494665079993"	"-228.01189818390012"	"-219.60380701079555"
"117"	"-21"	"-210.63524892329875"	"-200.5173965901084"	"-217.2833933140722"	"-199.15818386807817"	"-229.76923076923077"	"-223.93062598775043"
"118"	"-20"	"-208.47564596745548"	"-202.03070565532667"	"-219.54592935421843"	"-201.19487956280767"	"-230.55311752539924"	"-217.71135705084043"
"119"	"-19"	"-211.58863232876791"	"-207.37020334030902"	"-220.04232123714894"	"-205.39444443091676"	"-229.95768392309435"	"-222.17337761407327"
"120"	"-18"	"-208.62212882169538"	"-202.5301386068048"	"-214.3128578507085"	"-202.53310645186207"	"-230.68313960002436"	"-224.08137738601314"
"121"	"-17"	"-212.32493399445767"	"-202.22095213930604"	"-224.25726348543427"	"-205.68361996063706"	"-232.0"	"-225.82045474628293"
"122"	"-16"	"-210.41401542405237"	"-202.82389242977789"	"-216.31371835247666"	"-203.29769409245515"	"-230.35198326756895"	"-222.6531360015739"
"123"	"-15"	"-209.23964606118693"	"-203.56093443272468"	"-217.6991326775775"	"-202.8199351884388"	"-230.43653700790478"	"-221.46505110936414"
"124"	"-14"	"-210.8370147632114"	"-201.3994246917986"	"-218.3143657920241"	"-199.20348263207177"	"-225.85482563624015"	"-222.81827617748766"
"125"	"-13"	"-212.46986712583205"	"-207.08393875872946"	"-215.87366636089635"	"-204.9112509271149"	"-227.412356416633"	"-224.88636088901876"
"126"	"-12"	"-209.57405064764578"	"-204.26894559265642"	"-217.37772769580172"	"-203.3026775209704"	"-231.2226377637082"	"-224.6082806346458"
"127"	"-11"	"-213.87061312386638"	"-206.04949468923064"	"-218.5220206225839"	"-204.53172160660245"	"-230.3568812768274"	"-224.99132320211635"
"128"	"-10"	"-211.6774915119126"	"-206.18510116484828"	"-218.76105198117963"	"-203.08057104295722"	"-227.3138293339946"	"-224.46255459942594"
"129"	"-9"	"-209.8666183980367"	"-205.41597626067517"	"-218.60037820874402"	"-209.1777435051922"	"-230.99348073789014"	"-222.9392320803897"
"130"	"-8"	"-209.04394394336833"	"-197.58914942051229"	"-210.36603164934982"	"-200.4520521008589"	"-228.6435378655378"	"-218.49936674596177"
"131"	"-7"	"-211.7976186931614"	"-206.9511472495821"	"-218.21234248682597"	"-205.03570328471235"	"-227.0086041502733"	"-223.22621053795066"
"132"	"-6"	"-212.88691900835136"	"-206.89335942078017"	"-223.2110756571125"	"-204.31459012892267"	"-229.97286183013287"	"-225.31804469912166"
"133"	"-5"	"-210.83594398587448"	"-207.9732430045623"	"-217.0819791299808"	"-203.3445175911444"	"-229.40548955315174"	"-226.18666316915892"
"134"	"-4"	"-212.3433125359346"	"-207.47739873025887"	"-219.55707464587647"	"-207.47035999229524"	"-228.3387056887442"	"-223.18649618488192"
"135"	"-3"	"-207.791081027254"	"-204.7537253085153"	"-215.14541305403293"	"-200.740221153321"	"-227.7983095102587"	"-220.57155044599912"
"136"	"-2"	"-213.29008341588218"	"-207.7071608833834"	"-216.60747876276324"	"-206.46277998331448"	"-227.6145040773049"	"-224.71971851728222"
"137"	"-1"	"-213.36905635152021"	"-205.92116766239675"	"-219.89473473165367"	"-206.53902487452925"	"-230.54810409375327"	"-226.78430965495235"
"138"	"0"	"-212.18057938147297"	"-207.52941182449064"	"-215.7634047244745"	"-208.17342537052656"	"-231.8224358424236"	"-222.24612000084144"
"139"	"1"	"-211.640180373873"	"-201.35217010190001"	"-214.42756161550506"	"-203.3481957839404"	"-231.7254823062201"	"-220.79854560869654"
"140"	"2"	"-212.9251722525725"	"-206.20700220289288"	"-219.90532625758897"	"-205.1022736662269"	"-226.24765681000665"	"-222.87682558273622"
"141"	"3"	"-214.2963788826245"	"-205.53658766516202"	"-216.99980765780543"	"-207.26140891644621"	"-225.7598817374024"	"-222.27674706399958"
"142"	"4"	"-213.5031079488053"	"-206.03576043156968"	"-213.166168816638"	"-199.3882514729832"	"-227.99591400614185"	"-218.98754346098426"
"143"	"5"	"-214.81742837715092"	"-211.2470858390456"	"-219.4739269740639"	"-206.94205410516605"	"-231.36893716722054"	"-224.80704279740536"
"144"	"6"	"-213.70639810615697"	"-209.610237892896"	"-217.80209990644292"	"-209.33959568491326"	"-226.94796438620747"	"-223.0220144932826"
"145"	"7"	"-215.76319565723486"	"-211.4812670247244"	"-222.43259238616275"	"-212.84458579184965"	"-229.70385416298933"	"-225.29659287076333"
"146"	"8"	"-215.78677675499148"	"-209.4193684718918"	"-219.08516147485537"	"-208.3458865710662"	"-230.93654241666803"	"-226.5357380364494"
"147"	"9"	"-216.45597394387633"	"-210.27738572389057"	"-220.0017160634528"	"-209.7835111088093"	"-232.0"	"-226.98644919196525"
"148"	"10"	"-215.68141195682995"	"-211.25400210617624"	"-221.82938544561677"	"-204.53100548429154"	"-231.60723995340132"	"-224.8325836713241"
"149"	"11"	"-215.9343396269203"	"-205.6763725201177"	"-209.147695971845"	"-203.55088596082186"	"-225.11713030765077"	"-226.0122001638801"
"150"	"12"	"-212.12239287453397"	"-211.88421672699053"	"-224.35907671609112"	"-211.09241813304874"	"-229.03808849047186"	"-223.9916233734128"
"151"	"13"	"-219.12818956052433"	"-213.09348360644245"	"-219.0902922485059"	"-210.91661893498934"	"-230.23800551977587"	"-227.11753474320446"
"152"	"14"	"-218.71522570656774"	"-208.59170661837362"	"-225.0928274755285"	"-207.30927621823557"	"-231.4602157036227"	"-226.93087581078242"
"153"	"15"	"-216.178240504357"	"-211.52070358151494"	"-218.0989958208262"	"-206.8136374733017"	"-231.720380774058"	"-227.8061432642092"
"154"	"16"	"-218.15024201535897"	"-206.25518629619128"	"-217.28359492595683"	"-205.28838029831084"	"-231.6517902125089"	"-228.42140115517287"
"155"	"17"	"-219.73117739893746"	"-211.93216246046077"	"-221.32665543166792"	"-216.26820390887005"	"-232.0"	"-229.73379754213724"
"156"	"18"	"-217.6286079297572"	"-213.16189269065734"	"-226.43476580326845"	"-212.38310151107063"	"-231.40400313175428"	"-227.8104869795082"
"157"	"19"	"-219.34102026586754"	"-212.72513287922794"	"-223.44664858832488"	"-210.26909077390653"	"-230.94551169631092"	"-230.95512736328095"
"158"	"20"	"-214.46741580912118"	"-211.78265046034105"	"-228.13561594134376"	"-212.60695899035568"	"-231.93064696044186"	"-227.40895924378017"
"159"	"21"	"-219.72142443306979"	"-207.8272795922324"	"-224.75679959069498"	"-213.3995826844423"	"-229.1570592478781"	"-228.10990563628013"
"160"	"22"	"-219.61944938475352"	"-213.93849914887025"	"-227.8907802853794"	"-213.45232728650643"	"-232.0"	"-228.4825081430862"
"161"	"23"	"-216.6256737488635"	"-214.04422293684112"	"-220.44141653467767"	"-213.44828818413117"	"-232.0"	"-229.02279794747764"
"162"	"24"	"-217.35633864528188"	"-209.25390751829048"	"-217.55678356352965"	"-210.6145744320608"	"-228.6110249235338"	"-228.64786008635093"
"163"	"25"	"-217.64486027176807"	"-204.03740727548248"	"-221.1683781719898"	"-205.59427829865558"	"-230.0"	"-221.3603079494998"
"164"	"26"	"-219.59122320853004"	"-208.11521512452686"	"-220.02428698522002"	"-205.02128361058374"	"-232.0"	"-227.59386942448623"
"165"	"27"	"-219.3286469040009"	"-207.5686882918524"	"-222.2475751017498"	"-208.74605003481636"	"-232.0"	"-231.3175406075967"
"166"	"28"	"-219.4394958964374"	"-204.92841731058888"	"-223.71244637791517"	"-206.7408505496632"	"-230.9941949807163"	"-226.3420599502657"
"167"	"29"	"-219.93731382376785"	"-206.32101910931343"	"-216.10732704247798"	"-209.90896198807272"	"-232.0"	"-228.287131405886"
"168"	"30"	"-216.32474642760016"	"-211.7952540442423"	"-221.5502068888137"	"-210.78476541220758"	"-232.0"	"-228.8194199273457"
"169"	"31"	"-216.26108820600794"	"-212.63873148962415"	"-222.1131186180935"	"-211.0214987847035"	"-230.2850482910235"	"-228.45673214315718"
"170"	"32"	"-215.69669644212226"	"-203.8277526856991"	"-216.97593274244136"	"-208.5236080555793"	"-229.79099251920042"	"-228.57142527075337"
"171"	"33"	"-219.72102579138118"	"-203.5672594416762"	"-221.20286914018402"	"-204.40012467590813"	"-231.92613203824828"	"-229.47802727474487"
"172"	"34"	"-219.6842450679185"	"-209.85298028661356"	"-216.80565284267294"	"-208.84428654224612"	"-232.0"	"-228.21876122358358"
"173"	"35"	"-219.42280906268107"	"-204.3966492513681"	"-224.8483662467345"	"-209.24846494132922"	"-232.0"	"-230.67310531095916"
"174"	"36"	"-219.49958681458054"	"-206.30914750296563"	"-221.84247240486758"	"-206.42757879080196"	"-230.11788012081496"	"-226.87227757666656"
"175"	"37"	"-219.90907463535373"	"-205.09051863373946"	"-218.30213272076267"	"-208.93033852303574"	"-232.0"	"-225.49134044549606"
"176"	"38"	"-216.46522698350367"	"-211.65844152205673"	"-219.76905856253603"	"-210.5592004982866"	"-232.0"	"-223.8273354423991"
"177"	"39"	"-214.1282955643332"	"-205.37880160144627"	"-219.8814377563437"	"-204.2771706326289"	"-232.0"	"-227.1254498531889"
"178"	"40"	"-217.59393310855475"	"-205.17841841786355"	"-220.06296053296762"	"-202.92905597373397"	"-226.68562930115036"	"-228.6213377602224"
"179"	"41"	"-219.62534262630015"	"-208.93419563644474"	"-220.91877296801087"	"-212.9318998078745"	"-232.0"	"-230.2435941132507"
"180"	"42"	"-219.55922079785609"	"-209.05961455304282"	"-224.7688150205079"	"-206.14759875210163"	"-230.058956192848"	"-226.1717382919739"
"181"	"43"	"-219.19867271372257"	"-204.9993362009589"	"-224.61763541891517"	"-207.6695477445135"	"-228.19475749673487"	"-223.81153274467954"
"182"	"44"	"-216.85171196252543"	"-208.15791830531487"	"-217.63879453670106"	"-207.8169756306171"	"-230.79188739214538"	"-227.13848506933573"
"183"	"45"	"-217.68680122541855"	"-206.76157765182478"	"-219.28334572453744"	"-209.80357537101122"	"-232.0"	"-229.57115564891313"
"184"	"46"	"-216.3340073301253"	"-204.729896948414"	"-218.08945227845211"	"-208.94395204307898"	"-230.0"	"-227.40031828193344"
"185"	"47"	"-216.0664810663505"	"-207.92608539009157"	"-221.94623418745255"	"-209.06422989173097"	"-228.83382076272025"	"-228.16740842932694"
"186"	"48"	"-217.50525718770777"	"-207.3053638233449"	"-219.45489306427442"	"-205.25432235398017"	"-229.7189265088009"	"-228.59309241850548"
